,feature,Ranking
3130,COMTD1,120
3131,STARD7.2,82
3132,C21orf121,79
3133,SMAP2,1
3134,CEACAM5,67
3135,USP29,49
3136,DOPEY1.1,38
3137,GPR44,76
3138,FAM155A,70
3139,ZNF642,50
3140,HDAC2.1,3
3141,SYNPO2L,75
3142,ZNF284,17
3143,CDH8,41
3144,SDF2L1,95
3145,CLDN17,82
3146,C18orf8.1,83
3147,SFRS7,113
3148,C17orf79,1
3149,CHST14,73
3150,NTN1,130
3151,PDIA6.1,78
3152,TUBB2A,114
3153,AUH,1
3154,C13orf35,38
3155,ZC3H13.1,99
3156,LOC92249,73
3157,ZNF461,118
3158,SPRR2C,12
3159,TADA1.3,74
3160,KLHL33,114
3161,MIPOL1,128
3162,TBL3.1,111
3163,UCN,1
3164,STK25,119
3165,WNT5A.1,86
3166,CCDC53.2,131
3167,TTC23L,69
3168,SLC38A8,1
3169,ACTL7A,111
3170,KLF12.1,1
3171,LSM10,43
3172,GRAMD4,91
3173,ZNF193.1,108
3174,CDO1,114
3175,GOT2,34
3176,DNAH17,114
3177,DDX53,128
3178,LOC400891,51
3179,CDK19,130
3180,CCDC49,78
3181,HOXD3,113
3182,TLX2,1
3183,BCL2L10,45
3184,EPC2.1,1
3185,NOP58,52
3186,DDX55,81
3187,DNAH7.2,87
3188,RRN3.1,106
3189,AMBRA1,91
3190,KIF2C,25
3191,TTC5,81
3192,MUC20,1
3193,TAF3,65
3194,METT10D.1,15
3195,HIST1H1D.1,68
3196,KCNB1.1,119
3197,TTC29.2,59
3198,ZNF778,58
3199,C3orf38,82
3200,MRPS16.1,51
3201,ZNF81.1,1
3202,C1orf127,83
3203,KDR.1,112
3204,TMEM211.1,99
3205,PIGU,98
3206,TRIL.1,118
3207,POM121C,58
3208,ARX.1,117
3209,HDC,27
3210,ZNF480,114
3211,RBM4B.1,63
3212,MIR1185.2,56
3213,NDN,110
3214,C20orf96.1,13
3215,KPNA2,109
3216,LOC153328,109
3217,COL17A1,75
3218,ZNF518B.1,1
3219,STBD1,32
3220,VWCE,10
3221,FAM158A,1
3222,LOC642846,21
3223,PGD,22
3224,ZP1,19
3225,PBXIP1,118
3226,RAD23B,54
3227,STX18,13
3228,AWAT2,128
3229,SOAT2,68
3230,GRM8,64
3231,TTC1.2,120
3232,MIR141.1,40
3233,OR10G2,1
3234,JAG1,2
3235,PLLP,83
3236,ATP6V1B2,111
3237,GBX2,113
3238,NOL4.1,92
3239,C17orf64.1,52
3240,CDC73,1
3241,NANP.1,1
3242,STRAP,72
3243,NLRC5,117
3244,PGBD5,91
3245,FAM82B,110
3246,HES3.1,128
3247,KIF6.1,34
3248,C17orf57.1,80
3249,CYGB.1,58
3250,KRTDAP.1,1
3251,MIR493,54
3252,C6orf115.1,100
3253,HOXA5,60
3254,TOR3A.2,92
3255,C8orf84.2,131
3256,DPCR1,112
3257,OR52W1,26
3258,GRAMD4.1,26
3259,C6orf47,25
3260,ABCB8.1,128
3261,RARA.1,22
3262,KRTAP19.3,43
3263,SLC25A28.1,88
3264,ZNF660.1,117
3265,RRAGC,21
3266,ZNF131.1,18
3267,TBX15.1,53
3268,EXOC3L2,54
3269,EPS15,57
3270,BGLAP,32
3271,SOSTDC1,17
3272,TMEM86B.1,53
3273,SYT8,87
3274,NLRC5.1,18
3275,C20orf111.1,26
3276,COPS7B,1
3277,AMPD1,38
3278,CCDC109A,62
3279,TXNRD3IT1,126
3280,CREBL2,59
3281,SECISBP2,98
3282,PADI2,18
3283,RASGRF2,34
3284,VSTM2A,77
3285,MTAP,1
3286,RP2,66
3287,OXT,80
3288,IGBP1,58
3289,LOC729234,82
3290,PIGB,8
3291,EYA3.1,108
3292,TAF4B.1,99
3293,DYNC1LI2,25
3294,PHKG2.1,46
3295,LMBR1L,10
3296,LIPH,97
3297,MMP9,130
3298,TAF6L,23
3299,SLC35E2,80
3300,PGR,43
3301,RNF125,15
3302,NEUROD2.2,90
3303,GNB3,101
3304,ERN2,35
3305,ZNF259.1,122
3306,OXT.1,89
3307,GPR45,120
3308,OTX1,98
3309,ZNF527,13
3310,PIK3CD,37
3311,LYRM7,66
3312,PRPF38B.1,44
3313,LRIT1,107
3314,UBR2,56
3315,PRPF38B.2,92
3316,FYN.2,62
3317,STARD10,47
3318,MIR148A,42
3319,CCDC65,15
3320,ECHDC3,2
3321,LNX1,58
3322,PLVAP,75
3323,KDM3B.1,30
3324,FAM115A,60
3325,MAOB,5
3326,PKD2L1,111
3327,LHFPL5,38
3328,DNALI1,1
3329,C19orf39.1,120
3330,SUSD5,23
3331,HEXIM2,34
3332,HEXIM2.1,1
3333,MRPS14,116
3334,METTL7B,30
3335,MEIG1,69
3336,MT1F,22
3337,ACSBG2,87
3338,ZCCHC3,97
3339,RAB26,40
3340,PGLYRP1.2,83
3341,MRPL3,40
3342,BMS1,125
3343,B4GALT5,68
3344,GRPEL2,125
3345,CENPH,45
3346,NAA15,51
3347,SLC16A12,100
3348,C10orf128,61
3349,DEF6,1
3350,HACE1,79
3351,REP15,1
3352,MPV17L2,123
3353,ITFG2,57
3354,RPL37.1,103
3355,ARHGAP22.1,126
3356,SNX4,60
3357,ZNF215,115
3358,PRDM8,62
3359,UBD.1,86
3360,DCHS1,36
3361,UNK.1,86
3362,VTCN1,98
3363,CHRNB3,51
3364,DSCAM,59
3365,C17orf75,99
3366,GDPD5,48
3367,ZNF474,73
3368,DUSP18,108
3369,ZNF300.1,25
3370,MIR210,121
3371,UNC45A,90
3372,SRFBP1,62
3373,C6orf141,124
3374,EPO,1
3375,HNRNPA0,78
3376,HMGB1L1,23
3377,ENTPD7.1,127
3378,HERPUD2,13
3379,WBP1,71
3380,TCF25,3
3381,TRIM61.1,89
3382,ENPP5.2,49
3383,EEF1G.1,1
3384,KRTAP4.7,89
3385,IFI27L2,60
3386,KCNK12,48
3387,KCNK12.1,94
3388,PINK1.1,103
3389,LSM14B,56
3390,C2orf52,53
3391,TOP3B.1,15
3392,CARTPT,113
3393,SPTBN1,64
3394,RFX8,88
3395,CAPN1,1
3396,ANO3.1,5
3397,LOC134466,1
3398,SLC43A2,54
3399,ZBTB9,29
3400,RP9P,101
3401,MIR202,1
3402,EDAR,113
3403,LOC221710,121
3404,GRIN2C,74
3405,STX3,74
3406,KCNJ5.2,118
3407,LPCAT3,104
3408,DPF3,89
3409,GOLGA8B,58
3410,VAX2.1,50
3411,NIPAL2,127
3412,LRAT.1,2
3413,IL22.1,16
3414,SP7,72
3415,PDRG1.1,87
3416,UNC45A.1,47
3417,VPS4A,95
3418,LONRF1,60
3419,HLA.A,94
3420,ZNF224.1,55
3421,FAM98A,61
3422,OR2C1,88
3423,C2orf84,116
3424,IGFBP2,50
3425,LASP1,1
3426,CCR7,65
3427,ITGAE,94
3428,TMEM65,33
3429,GALNTL2,110
3430,FAM66C,64
3431,HIST1H4B,35
3432,ORC2L,11
3433,TMBIM4,12
3434,VDAC2.1,96
3435,DIS3L2,93
3436,AP1S1,19
3437,CYTH4,68
3438,C6orf154,16
3439,GJA8,55
3440,OR5B21,89
3441,HLA.DOA,48
3442,ARHGAP24,20
3443,GRIN3A,22
3444,LOC400931,41
3445,LZTFL1,71
3446,KLHL34.1,97
3447,KCNQ1DN,32
3448,SHQ1,50
3449,ZNF653.1,47
3450,INSM2.1,22
3451,RAD54L2,100
3452,TFB1M.1,77
3453,BBS1,30
3454,WDR90,98
3455,TNFRSF17,43
3456,TLX3.1,1
3457,LOC221710.1,97
3458,NAGPA.1,114
3459,AGPAT4,1
3460,RAD21L1.1,104
3461,PPIL4,69
3462,OTC,98
3463,LAGE3,8
3464,CLC,104
3465,USO1,81
3466,ZNF831,15
3467,EPPK1.1,125
3468,MRPL3.1,4
3469,ZNF498,26
3470,ICAM1.2,1
3471,CAMP,124
3472,GPT,36
3473,LASS6,74
3474,UST,125
3475,FOXS1,127
3476,SERPINI2,36
3477,SNRNP48,66
3478,YOD1.1,1
3479,CLDN6.1,124
3480,SLCO6A1,71
3481,TMEM168,104
3482,C6orf64,87
3483,ITPR2.1,87
3484,ATAD5,1
3485,LBH,1
3486,TLX3.2,1
3487,LRRC58.1,1
3488,PRR23C,103
3489,PDE6D,60
3490,LATS1.1,59
3491,TTC30B,47
3492,POLE4,127
3493,CHST11.2,57
3494,UNC5CL,71
3495,GGH,37
3496,MAP1D,1
3497,CXCL2,97
3498,ATN1,71
3499,RPL27,86
3500,ATF1,2
3501,DUSP14,92
3502,MRPS35,64
3503,ZNF764,50
3504,CAMTA1.3,99
3505,KDELR1,26
3506,PLDN,123
3507,TXNDC6.1,52
3508,SCGB3A2,61
3509,GGCT,85
3510,PGM1.1,90
3511,CHAF1B,22
3512,GTF2A2,88
3513,C9orf64,16
3514,CHST11.3,90
3515,DIAPH3,38
3516,TMLHE,19
3517,GADD45G.1,26
3518,SERPINB1,1
3519,RPP25.1,121
3520,ARHGEF17.1,1
3521,RAB11FIP5,112
3522,PSMD14.1,1
3523,MYNN,22
3524,MBL2,130
3525,NDUFA6,1
3526,C3orf79,13
3527,NAT14.1,1
3528,LOC728323,1
3529,GATAD2A.2,50
3530,DPY19L1,42
3531,POLM,111
3532,RSPO3,8
3533,CYP2S1.1,22
3534,C17orf37,1
3535,PAFAH1B2,65
3536,TBC1D19.1,100
3537,MIR206.1,10
3538,ZNF230,123
3539,LGI2,12
3540,RAB40B,28
3541,HIST1H4E.1,1
3542,RAB1B.1,73
3543,MYH10,35
3544,SYTL1.1,57
3545,SSTR4.2,99
3546,GRPEL1.1,8
3547,ZNF700,77
3548,C10orf122,73
3549,HIST1H1A,1
3550,HMGB1L1.1,42
3551,CC2D1B,57
3552,HDGFL1,1
3553,EIF2S2.1,110
3554,SART1.1,9
3555,CALM2.1,65
3556,HIST1H1B,51
3557,MPP2,61
3558,DYNC1H1,1
3559,SEC31B.1,51
3560,PARD6B,56
3561,CHPF2.1,52
3562,S100Z,85
3563,CR1L,29
3564,DOK2,94
3565,RPS26,78
3566,C2CD2L,26
3567,C11orf91,24
3568,GGT1,69
3569,MLL2,1
3570,ZNF599,1
3571,NUP214,63
3572,ANGEL1,27
3573,SNRNP27.2,66
3574,BRUNOL6,78
3575,CCDC85B,59
3576,BSCL2.1,124
3577,CWH43,1
3578,C6orf72,39
3579,PIGH.1,30
3580,SEMA5A,12
3581,KIAA0415.1,65
3582,SNX25,84
3583,CWC22,117
3584,LOC642006,127
3585,STC1,78
3586,DCAF5,29
3587,FAM162B,36
3588,AKAP8,95
3589,DBR1,35
3590,KDM6A.1,36
3591,CPNE9,103
3592,ITGA8,125
3593,LOC100129550,124
3594,TUBB,76
3595,KPNB1,1
3596,C11orf75,25
3597,GPR50,61
3598,TIGD2,36
3599,CTU1,34
3600,GIMAP1,121
3601,ELTD1,93
3602,C6orf103.1,90
3603,ZNF335,44
3604,CTPS,2
3605,MIR34A,42
3606,GOLPH3L,58
3607,PVT1,100
3608,C17orf28.1,32
3609,FRMPD4,103
3610,IRGC,20
3611,RFPL4B,92
3612,KIF3C,104
3613,METTL5,54
3614,GPC6,77
3615,ATP1A2,69
3616,PROC,1
3617,ADAMTS8,26
3618,FAT4,96
3619,GRAMD1B,33
3620,LGI3,125
3621,NINL,12
3622,CNIH2,127
3623,PARVA.1,122
3624,LOC400752,1
3625,MTMR1.1,51
3626,PPPDE1,92
3627,HNRNPA0.1,61
3628,KCTD12.1,117
3629,SUV39H1,39
3630,ZNF454.1,1
3631,NCRNA00182.1,76
3632,SCML2,1
3633,RPS6KA2.1,66
3634,AACS,72
3635,SNORD116.22,47
3636,ZNF735,96
3637,SEMA3G,91
3638,KIF3A.2,68
3639,ZNF280A,97
3640,EIF4A3.1,25
3641,C8orf79,44
3642,COQ5,56
3643,CHODL,30
3644,PPDPF,21
3645,ZNF594.1,62
3646,OR1M1,45
3647,CLEC3B,11
3648,RALGAPB,101
3649,TGDS,117
3650,ZNF287,87
3651,NCRNA00092,1
3652,MUC13,18
3653,UNC5D,116
3654,C18orf45,80
3655,RRP7B,75
3656,Magmas,81
3657,C14orf105,61
3658,ERCC6.1,86
3659,NUDT10.1,51
3660,C8orf80,129
3661,KRTAP2.1,1
3662,SLC35E1,1
3663,PCYOX1,60
3664,HCG22,88
3665,SFXN4.1,108
3666,KRT78,30
3667,CCDC63.1,95
3668,FANCF.2,73
3669,ZNF335.1,14
3670,MEGF10,1
3671,TULP2.1,76
3672,MIR182,16
3673,HSDL2.1,119
3674,NAGPA.2,85
3675,SLC9A8,62
3676,C20orf27,96
3677,PTPN4,109
3678,ADAMTSL5,12
3679,MKRN2,71
3680,DLX5,23
3681,SREBF2,36
3682,PFKFB3,97
3683,GRHL3,1
3684,SH3BP2,54
3685,AKT2,1
3686,SDR16C5,15
3687,SUDS3,51
3688,INO80D,60
3689,RMND5A,15
3690,PUS7.2,86
3691,FAM123B.1,54
3692,MT2A,95
3693,C11orf20,8
3694,TNRC6B,4
3695,BTBD3.1,29
3696,HCFC2,40
3697,MIOS,15
3698,EHD3.1,124
3699,ZNF879.1,13
3700,EIF2AK3,32
3701,RNF26.2,88
3702,PHIP.1,10
3703,HIBADH.1,26
3704,LOC647288,35
3705,MTERF.1,92
3706,CPSF4L,14
3707,MAVS,102
3708,TBX21.1,11
3709,ZNF560,130
3710,IDH3A,65
3711,NDUFAB1.1,49
3712,TTLL13.1,114
3713,ODZ4,38
3714,ZZZ3,68
3715,UBXN1,33
3716,LCE3A,117
3717,USP39.1,88
3718,INO80B,25
3719,MARS,60
3720,ZSWIM2,9
3721,HIST1H1T,123
3722,GUCA1C,92
3723,STX6,53
3724,LOC100133545.2,124
3725,IGSF9B.1,1
3726,SLFN13,70
3727,CSNK1A1L,104
3728,ZNF831.1,114
3729,ILDR1,63
3730,FOXH1,1
3731,UVRAG,92
3732,IL27RA.1,55
3733,GARS.1,68
3734,EFR3B,93
3735,SLC12A5,102
3736,OR8S1,44
3737,PAGE2,69
3738,PPP1R3C,116
3739,IFITM5,100
3740,ATOH8.2,47
3741,C3orf38.1,116
3742,DR1,111
3743,KIAA1875,87
3744,HOXA4,64
3745,TELO2,106
3746,HJURP.1,17
3747,VAMP3,73
3748,CAPN14,91
3749,ZBTB8B,18
3750,FAM71A,41
3751,PXDNL,119
3752,SH2D3C,54
3753,FGF4,39
3754,ELFN2.1,1
3755,FKBP14,95
3756,CCNG2.1,41
3757,LPA,47
3758,PARM1.1,46
3759,SGK196,60
3760,TTC15,67
3761,NOM1,124
3762,KLHL34.2,83
3763,GTPBP5,16
3764,IPO9,21
3765,LRIG2,130
3766,LTV1,25
3767,FLJ30058,100
3768,RUFY1.2,51
3769,KIAA1217,27
3770,LHX8,12
3771,ZBTB7B,57
3772,PIM2,50
3773,TMEM154,10
3774,PRTN3,62
3775,DHX34.1,78
3776,MIR203,39
3777,FAF1.1,58
3778,ZNF322A,65
3779,POM121C.1,35
3780,KIDINS220,58
3781,HIST1H1A.1,1
3782,MRPL17,32
3783,TM2D1,29
3784,FLJ44817,72
3785,OAT,69
3786,AURKB.1,103
3787,USP2.1,39
3788,PRPF8.1,113
3789,LYSMD4,38
3790,LACRT,21
3791,PDGFB,57
3792,ZSCAN22,43
3793,LOC440040.1,53
3794,SENP5,11
3795,LOC257358,1
3796,BBS1.1,23
3797,MCM3,100
3798,RPS19,30
3799,C10orf58,30
3800,LOXL1.3,11
3801,CLRN2,103
3802,SBF2.1,1
3803,C2orf65,64
3804,TUFM,47
3805,PIGM,22
3806,STK4.1,3
3807,TREX2.1,73
3808,GDE1.1,131
3809,DLEU7.1,87
3810,CCDC69,105
3811,ADAMTS6,21
3812,STX12,43
3813,SLURP1,111
3814,MUC21,77
3815,RNF139,109
3816,C1orf31.1,110
3817,CA3.1,41
3818,COX7B,102
3819,MYL12A,24
3820,RALGAPA2,119
3821,PIK3R6.1,98
3822,ZNF518B.2,53
3823,FAM170B,120
3824,CLK2,114
3825,TNS4,12
3826,OR11L1,125
3827,ZNF14,3
3828,CORO2B,29
3829,CCDC105,119
3830,CMTM2,73
3831,XRCC1,115
3832,GTF2F2.2,55
3833,UBB,1
3834,FAR2,102
3835,PAQR5.1,21
3836,SR140,104
3837,CCDC109A.1,104
3838,CGRRF1,86
3839,MRPL1,78
3840,FAM179A,1
3841,CDRT15.1,29
3842,SLC35B4,62
3843,RPL13P5,67
3844,LOC255025.1,69
3845,PER4,86
3846,MED30,21
3847,GTPBP4.1,131
3848,HLA.DMA,59
3849,GUSBL2,13
3850,HSD17B8,32
3851,NOL7.1,48
3852,TMEM161A,41
3853,PRKCI,91
3854,LRCH2,43
3855,FOXD3,1
3856,OR51B5,51
3857,KIAA1632,1
3858,HES5.1,91
3859,C17orf82.2,23
3860,GADD45GIP1,71
3861,PIK3R4,36
3862,ZNF844,1
3863,TRPV3,7
3864,ADHFE1,98
3865,PTPLB,109
3866,UBR1,48
3867,SEL1L.2,48
3868,FOXO1,87
3869,KATNAL2,12
3870,UBASH3B,11
3871,ZNF778.1,86
3872,POTEC.1,86
3873,RNASEK.1,110
3874,KRTAP20.1,108
3875,WDR91,62
3876,VSX2,100
3877,ZDBF2,30
3878,CTAGE1,74
3879,LOC552889.1,12
3880,PPM1J,117
3881,MAGOH,122
3882,TUBA1B,49
3883,MIR296,3
3884,ZBBX,112
3885,ACTG1,96
3886,COL1A2.1,118
3887,RFC1,78
3888,DYSFIP1,123
3889,SUDS3.1,34
3890,LAYN,5
3891,SLC1A1,55
3892,GGT1.1,56
3893,CYP7B1,1
3894,C20orf29.1,30
3895,C1orf65.1,45
3896,ZNF833.1,20
3897,DBT,48
3898,ADSSL1.1,110
3899,DGCR14,82
3900,C1orf170,89
3901,FAM193A.1,70
3902,ST6GALNAC2.1,43
3903,WDR18,1
3904,PNPLA8,1
3905,CORO1A,82
3906,MAP6D1,56
3907,RPS6KB2,54
3908,CMC1,79
3909,TMEM50B,73
3910,ZNF527.1,59
3911,PIK3C3,88
3912,DUSP26,61
3913,ISG15,1
3914,MIR192.1,24
3915,HOXA6,70
3916,DYNC1I2.1,76
3917,NDUFV2,63
3918,ELOVL5,61
3919,MAP1A,41
3920,CS,114
3921,LRFN2,55
3922,C1orf88,90
3923,UCN3.1,130
3924,HIST1H4K.2,70
3925,UBR2.1,30
3926,LOC338758,126
3927,CA8.1,33
3928,SNORA40,43
3929,IL12RB2.1,106
3930,CNPY1,3
3931,CHADL.1,47
3932,ADARB2,35
3933,ANKRD22,74
3934,BMI1,130
3935,LYPD5,42
3936,FBXO30,117
3937,C17orf104,34
3938,C17orf72,76
3939,PKN1.1,1
3940,TBX10.1,23
3941,NPPA,98
3942,PHKG2.2,104
3943,SLC2A7,1
3944,RNF103.1,94
3945,FOXJ3,117
3946,SF3B4,23
3947,AK7,63
3948,IPO4,1
3949,RHCG,83
3950,GLP1R,22
3951,CDX2,88
3952,ABCA8,1
3953,GCA,51
3954,CEBPG.2,64
3955,IPPK,124
3956,PRKACA.1,18
3957,PSMC3,124
3958,DCXR,33
3959,ATP13A4,63
3960,LMF1,118
3961,OLFML3,52
3962,CCDC28B,116
3963,TMEM184A,23
3964,SMAD7,43
3965,CABLES2,18
3966,ANKDD1A,98
3967,SEMA6A,67
3968,TRPM5,123
3969,TSSC1.1,106
3970,NPY5R.1,80
3971,CHPT1,95
3972,MYSM1,113
3973,C17orf96,5
3974,AP4E1,92
3975,FOXC1,108
3976,CACNG7,14
3977,HSD17B8.1,5
3978,LRPPRC.1,1
3979,SDHAP3,27
3980,HIST1H4E.2,54
3981,IFT172,44
3982,CSPG4,3
3983,MAFA,92
3984,MIR155HG.1,25
3985,USP50,54
3986,RPF2.1,96
3987,PCDH20,59
3988,TAF3.1,15
3989,DPPA2.1,110
3990,C2orf89.1,18
3991,MRPS30,39
3992,MALAT1.1,115
3993,LOC728264,122
3994,CCDC141,65
3995,TMEM190.1,53
3996,JMY,95
3997,ASPM,80
3998,PLOD1,11
3999,HYI,69
4000,FOXF2,70
4001,FNBP4,19
4002,CPNE4,41
4003,SNX24,85
4004,STARD10.1,95
4005,NCLN,93
4006,BMP2.1,1
4007,ERCC3,16
4008,HS3ST4,113
4009,CLCNKB,92
4010,ZNF282.1,12
4011,C8orf71.1,63
4012,C21orf45,116
4013,RNF186,119
4014,LOC200726,82
4015,PFDN1,1
4016,LRRC4C,19
4017,FAM180B,61
4018,ZNF836,75
4019,UBN2,114
4020,CFL1.1,1
4021,PRDM13,112
4022,MOBKL1A,116
4023,TTLL13.2,93
4024,CFD.1,45
4025,C20orf54,94
4026,SPIB,1
4027,DHX58,1
4028,MED1,1
4029,SLC2A1,12
4030,POLR3E,97
4031,PCIF1,83
4032,APCDD1L.1,5
4033,SNX25.1,71
4034,PLEKHF1,122
4035,ROCK1,114
4036,GPATCH3,84
4037,MAP2K3.2,59
4038,C17orf55.3,90
4039,SGK2,90
4040,RG9MTD1,90
4041,PIK3C3.1,120
4042,PANK4,87
4043,C9orf89,1
4044,SPOPL,82
4045,MEOX2.2,84
4046,PRPSAP2.1,17
4047,FUNDC2,91
4048,BMP2.2,18
4049,C9orf170,52
4050,MIR137.1,14
4051,FSIP1.1,1
4052,POU3F4,131
4053,C1orf173,69
4054,SLC5A5,28
4055,OAF,92
4056,RNF215,11
4057,BAHD1,34
4058,MUS81,42
4059,HEBP2.1,84
4060,P4HB.1,99
4061,KCTD12.2,96
4062,SYT9.1,124
4063,PTPLAD1,85
4064,TBC1D4,28
4065,UTP3,131
4066,CELSR1.2,103
4067,DPAGT1.2,71
4068,LOC441046.2,96
4069,PNKP,122
4070,HERC3.2,30
4071,GPAA1,52
4072,KPTN.1,81
4073,HSPA9.2,99
4074,AQP11.1,55
4075,C9orf16,123
4076,C6orf47.1,1
4077,COL20A1,73
4078,VPS33B,33
4079,CXorf67,123
4080,NKX6.3.2,42
4081,C12orf34,107
4082,DBC1,20
4083,C11orf30.1,115
4084,NFE2L1.1,120
4085,MYADM,12
4086,CHGB,75
4087,HLA.E.2,56
4088,SNTA1.1,42
4089,FOXJ2,1
4090,MYBPC2,75
4091,LOC100133545.3,124
4092,OVCH2,25
4093,FIBIN,25
4094,C2orf40,23
4095,CYBA,62
4096,RHOD.1,78
4097,PLXDC2,1
4098,KPNA2.1,70
4099,AAAS,73
4100,TTC32.1,96
4101,NPPC,110
4102,NOD1,1
4103,RIMKLB,101
4104,KIF2B.1,59
4105,TNPO1,59
4106,APOLD1.1,46
4107,ESRP2.1,13
4108,EGR1,110
4109,DEFB123.1,107
4110,NT5M,1
4111,RNF150,123
4112,DPY19L2,69
4113,PSMA5.2,93
4114,ZNF460,39
4115,PSKH1,1
4116,PRDM1,86
4117,VDAC1,92
4118,LRRC3B,54
4119,BAIAP3,63
4120,EXOC6B,29
4121,ZNF444.1,42
4122,ODF3L2.1,69
4123,TMEM154.1,1
4124,TXNRD1,16
4125,LDLRAP1,69
4126,IBTK,1
4127,TDG,77
4128,MRM1.1,63
4129,ELFN1,68
4130,ZC3H4.1,89
4131,SCLY,1
4132,F10.1,76
4133,HEXB,13
4134,HAAO,1
4135,HOXC13.2,104
4136,XIAP.2,119
4137,SPPL2A,40
4138,RXFP3.1,35
4139,PCOLCE2,127
4140,RAD21L1.2,105
4141,TNFSF4,124
4142,GAS2,7
4143,C7orf51,54
4144,SHFM1,85
4145,GATA6,12
4146,C10orf4.1,115
4147,RAPGEFL1,1
4148,G2E3.2,84
4149,NFAM1.1,1
4150,KIAA1919.1,5
4151,SPDEF,76
4152,PPP3CC,89
4153,TAS1R3,76
4154,PAWR.1,95
4155,ZNF300.2,17
4156,KCNK13,106
4157,FLII.2,52
4158,VIM,1
4159,KPNA5,55
4160,ZNF599.1,92
4161,ZNF709,115
4162,HIST1H3H,125
4163,FRAT1,17
4164,MCM3.1,93
4165,CCNB1,74
4166,LOC729375,1
4167,FAM38B,7
4168,RNF149,58
4169,HMCN1,13
4170,SNORD115.35,113
4171,PPP5C,85
4172,WDFY2,43
4173,RBM43,88
4174,FATE1,112
4175,LYSMD3,104
4176,C2CD4B,107
4177,LOC374443.2,73
4178,TNRC4,84
4179,KLHDC2,97
4180,UBE3A.1,9
4181,RBM15B.2,28
4182,AKAP8L.1,67
4183,CCDC138,9
4184,NSMCE1,62
4185,RNPC3,131
4186,IGFL1,128
4187,PET112L.1,106
4188,KIAA1529,95
4189,C6orf129,63
4190,CABLES2.1,42
4191,NSUN4.1,29
4192,DDX18,86
4193,NBPF7,128
4194,KLHL22,22
4195,E4F1.1,1
4196,ODZ4.1,42
4197,ZNF671,1
4198,SLC5A4,36
4199,ZNF350,31
4200,C6orf125,63
4201,PROSC,100
4202,CTXN1,82
4203,KCNH4,28
4204,EEF2K.1,56
4205,RHOJ,90
4206,NODAL,82
4207,EIF5A2,34
4208,MRPL34.1,43
4209,C1orf97.1,81
4210,KLHL31,118
4211,C5orf47,69
4212,NKAP,116
4213,RFT1,1
4214,PANX1.1,87
4215,KCTD5,10
4216,RAB3B,42
4217,HMG20B,71
4218,C6orf134,32
4219,KRTAP5.11,125
4220,SFRS4,54
4221,ZCCHC12,12
4222,COMMD8.1,56
4223,GGT1.2,51
4224,RNGTT.1,54
4225,TEAD1.1,55
4226,NR1D1,1
4227,DDAH2.1,1
4228,LRRC3B.1,78
4229,PNRC1,119
4230,FLJ32810,131
4231,NR1H4,68
4232,SLC22A5,75
4233,TMEM128,26
4234,GK5,119
4235,SUV39H2,62
4236,GTF3C6,20
4237,FAM180A,72
4238,MRPS26,124
4239,NEK5,7
4240,CYP1A1,44
4241,PRSS42.2,105
4242,HECA.2,28
4243,TOR1AIP1.1,100
4244,FAM83C,131
4245,IL22.2,70
4246,LOH3CR2A,109
4247,NAP1L4.2,44
4248,WBP2,8
4249,OLFM3.1,99
4250,ARAF.1,18
4251,ZNF815.1,11
4252,SPTBN2,11
4253,C4orf19.1,1
4254,PIK3R1,3
4255,AS3MT,22
4256,TBX18,11
4257,RNGTT.2,41
4258,ELOVL3,78
4259,ENTHD1,18
4260,VENTXP1,98
4261,SRF,111
4262,SLC30A8,74
4263,CPEB4.1,126
4264,C14orf126,131
4265,RG9MTD1.1,108
4266,AGPAT9,113
4267,TLE4,66
4268,ACTB,45
4269,C18orf26,20
4270,PRSS33,104
4271,NBPF1,125
4272,SDCCAG1,11
4273,NCRNA00202,111
4274,CASC3,1
4275,AQP2,83
4276,KRTAP11.1,112
4277,OTUD7B,126
4278,KRCC1,9
4279,MIR495,74
4280,IFI35.1,23
4281,ACSL1,114
4282,CRKL,34
4283,PMPCB,66
4284,OR10C1,44
4285,PPAPDC1A,41
4286,LOC285550.1,1
4287,MAST3,5
4288,ZNF593.1,43
4289,PHACTR4,60
4290,ANKRD45,115
4291,IGFBP7.1,50
4292,ZNF665,6
4293,RBM44,94
4294,SPG20.2,56
4295,PMF1,52
4296,GUCY1B2,121
4297,CD48,96
4298,LOC285074,30
4299,MCHR1,54
4300,RAB40AL,90
4301,TPM4,89
4302,PARP16,127
4303,SELV.1,47
4304,LRRC59,105
4305,PRDXDD1P,56
4306,LIN9.1,108
4307,C4orf27,124
4308,ZNF544.1,6
4309,RARS,120
4310,NMU.1,108
4311,PFDN1.1,14
4312,EIF1AX,113
4313,WNT1,99
4314,NCAPH.1,76
4315,NKX2.2.1,42
4316,WDR5B.1,43
4317,SASH3.1,117
4318,CD274,45
4319,LOC158376,59
4320,FTL,9
4321,OBFC2B.2,95
4322,STK11IP,128
4323,IRF9,2
4324,HS3ST5,86
4325,P4HB.2,96
4326,PARP16.1,112
4327,HLA.E.3,34
4328,KIF27,1
4329,MIR890,82
4330,NT5C.1,32
4331,PRIM1.1,128
4332,DCAF10,43
4333,OPN5,40
4334,TUBA3D,35
4335,TCEANC,48
4336,LOC151162,42
4337,PTRF,12
4338,DNASE2,76
4339,ALPP,105
4340,FADS1,108
