,feature,Ranking
7247,LOC254559.1,131
7248,RNASEK.2,21
7249,C6orf134.1,83
7250,HIST1H1D.2,81
7251,1-Dec,25
7252,RAB3B.1,46
7253,IRF6.1,20
7254,DHRS7B.1,104
7255,DDX50,10
7256,CATSPERG,89
7257,PBK.1,27
7258,UNC84B.1,15
7259,REXO2.3,117
7260,MRPS31.1,54
7261,NFKBID,72
7262,LMCD1,129
7263,SRF.1,71
7264,SST,104
7265,KIAA1279.2,1
7266,HSPH1.2,69
7267,EIF1.1,56
7268,SOD1.1,14
7269,PFKFB3.2,24
7270,JOSD1.2,39
7271,PAQR3,81
7272,CRYGC,1
7273,SLC25A17.1,21
7274,MYLK2.2,103
7275,PRMT6.1,53
7276,PRRT3,10
7277,C9orf114,17
7278,TCN2,1
7279,LRRC14B.2,42
7280,MRFAP1.1,1
7281,DEFB123.2,78
7282,XKRX.1,66
7283,DDIT3.1,17
7284,ZNF281,39
7285,DNASE1L2,54
7286,ARPP19,11
7287,CPXM2,2
7288,LIME1.2,52
7289,HECW1,69
7290,VANGL2.2,19
7291,MIAT.3,61
7292,MAML2,105
7293,CCDC136,1
7294,PANK4.1,117
7295,RGS14,109
7296,MEP1A.1,1
7297,HERC3.4,80
7298,SHISA2,81
7299,PHACTR3.1,111
7300,SLMAP.1,11
7301,GEMIN6.1,91
7302,MYO1F,35
7303,IRF8,131
7304,NGB,33
7305,PDIA4.1,107
7306,FUCA1.1,65
7307,BBS5,55
7308,FBXO39.1,106
7309,JAKMIP2.1,62
7310,A2LD1.2,1
7311,NAT1,1
7312,SYT13.1,51
7313,DECR1,105
7314,PSCA,96
7315,DENND4B.1,33
7316,TMPRSS5,1
7317,LYPLA2,1
7318,MESP2,121
7319,ABTB2.1,46
7320,CD6.1,14
7321,PEMT,126
7322,CHD1L.1,82
7323,DUSP11,94
7324,POM121L12.1,72
7325,KIAA1279.3,106
7326,POU4F3,70
7327,PPFIA2.1,116
7328,MSC,105
7329,ARL5B,41
7330,GRHL2,123
7331,C16orf63,126
7332,CAMLG.1,63
7333,ZNF709.1,101
7334,FUCA2.1,114
7335,ASNA1,35
7336,CCDC85A,92
7337,TSSC1.2,64
7338,KIAA0947.1,28
7339,ZNF614.1,18
7340,DNAJC18.1,48
7341,SNORD116.15,118
7342,MRC2,41
7343,MRPS16.3,90
7344,MYO1E,21
7345,CYTH3,40
7346,NFRKB,86
7347,SLC7A5P1,1
7348,COX6A1.2,1
7349,MYST4.3,2
7350,LOC100130987.1,44
7351,ZNF671.1,1
7352,PHF15,105
7353,LOC157627,107
7354,NFKBIA.1,7
7355,SEPHS1.2,41
7356,DNAJC11,73
7357,PRAGMIN,115
7358,MYL6B,59
7359,RAMP3,53
7360,PDIA2,117
7361,HIST1H4E.3,1
7362,TXNRD3IT1.1,84
7363,CABC1,69
7364,LMO1,86
7365,CORO7.1,107
7366,GLS,105
7367,CDT1,60
7368,OR52B4,24
7369,STK38L.3,1
7370,MIR495.2,44
7371,KCNK10.1,65
7372,TP53INP2.3,1
7373,CAMK2N1,97
7374,MIR155HG.2,1
7375,TRIP6,16
7376,ZCCHC24.1,46
7377,ZNF696,54
7378,C2orf65.1,103
7379,DNAJB1.2,1
7380,NTN3,97
7381,NKX2.4,41
7382,DEF6.1,1
7383,PRR16.2,119
7384,TMEM33,1
7385,C14orf101.1,2
7386,TOP2A.2,4
7387,TCEAL7.1,112
7388,L3MBTL2.1,44
7389,ACAP2.2,1
7390,THOP1,105
7391,ALOX15,115
7392,TCF23.2,52
7393,RALGPS1,100
7394,C10orf95.1,14
7395,C10orf11,56
7396,EFHC1.2,109
7397,OXGR1,48
7398,CRABP2,1
7399,PTPRZ1,72
7400,LATS2,20
7401,NAALAD2,54
7402,SFRS13B.1,109
7403,THSD1P,102
7404,POLR2J2,9
7405,GADL1,74
7406,ARL9,81
7407,LAMB1.1,76
7408,SEC22B,71
7409,AACS.1,51
7410,C14orf73,54
7411,LOC644538.2,43
7412,CASP14,59
7413,ITGA11,107
7414,POM121L2,46
7415,HIGD1B,111
7416,GPR139,1
7417,UNC13D.1,73
7418,OTUB2.2,66
7419,SDC2,99
7420,RTDR1,109
7421,GPHA2.1,86
7422,DNAI2,97
7423,FIGNL2,8
7424,IQCF5,81
7425,NFATC2IP.3,57
7426,DHX34.2,54
7427,CRYGS,15
7428,MSLNL.1,36
7429,COMTD1.1,10
7430,PNMA3,117
7431,NRIP1,68
7432,HCP5.1,107
7433,HOMEZ.1,126
7434,OR9A2,121
7435,SNCAIP.1,98
7436,COL6A1,27
7437,MIR1179,85
7438,LOC642006.1,107
7439,CKAP2L.1,32
7440,B3GNT2,15
7441,MACROD2.1,41
7442,BHMT.1,91
7443,EIF3M,95
7444,RARA.2,18
7445,ACAD9,64
7446,TAL1,112
7447,TFPI2,119
7448,LRIT2,37
7449,SKAP2,31
7450,BTG2,115
7451,IRF8.1,107
7452,DAO,50
7453,RBM44.1,130
7454,HAAO.1,1
7455,DNAL4.2,1
7456,WNK4,75
7457,PGK2,94
7458,MAP2K6.1,1
7459,F2RL3,62
7460,ZNF101.1,1
7461,PIAS3,54
7462,MSLNL.2,91
7463,RP5.1022P6.2,71
7464,PCK1,24
7465,SERGEF.1,94
7466,DHX58.1,18
7467,UBE2D1.2,114
7468,LRIG1.1,67
7469,RPS6KB2.2,23
7470,WDR5B.3,107
7471,UTP20,49
7472,CLU.1,125
7473,TRIM61.2,67
7474,PDE7A,29
7475,CYP2W1,47
7476,FMR1NB.1,111
7477,ELSPBP1,99
7478,ZNF498.2,48
7479,FAM193A.3,88
7480,OR6B3,107
7481,ATL3.2,126
7482,ANO3.2,7
7483,ARHGEF17.2,29
7484,SLC16A14.1,89
7485,ARL2,91
7486,PKHD1L1.1,79
7487,ZNF627.1,99
7488,PSMA5.3,113
7489,YIPF4,32
7490,TRAIP,1
7491,CCDC144A.2,40
7492,OR8K3,27
7493,EFR3B.1,123
7494,SH2D7,3
7495,ACP6,85
7496,FZD1.1,91
7497,ZSCAN16.1,121
7498,B4GALNT1.1,104
7499,GABRP,59
7500,MOSC2,83
7501,EFR3B.2,45
7502,PGD.1,40
7503,ZNF253.1,80
7504,C7orf31.1,1
7505,C20orf118,40
7506,SLC25A17.2,109
7507,EIF4EBP2.2,111
7508,LPPR3,80
7509,CEP68.3,1
7510,COL3A1,55
7511,RSL24D1.1,51
7512,SEPT13.1,71
7513,SNX22,1
7514,FRMD5,26
7515,PAX6,92
7516,VIPR1.2,46
7517,ERICH1.1,32
7518,DNAJC16.1,53
7519,MKX,98
7520,EMB,64
7521,TFAM,90
7522,GSTO1.1,10
7523,PPP1R14C.1,2
7524,NUDT8.1,43
7525,MBTPS2.1,33
7526,SEPW1.1,14
7527,GABRA3,90
7528,XPO1.1,43
7529,BCAR3,14
7530,SLC19A3.1,69
7531,OMA1.1,84
7532,HIST1H2BI.1,71
7533,MCOLN1.1,115
7534,AFF3,16
7535,ZNF442,5
7536,B3GNT3,27
7537,CPOX.1,75
7538,ZSCAN23,108
7539,PGBD1.1,12
7540,USP30,83
7541,NHS.1,4
7542,GSX1.2,75
7543,C9orf89.1,109
7544,C14orf166B,27
7545,PAQR5.2,87
7546,DHX15,106
7547,SECISBP2.1,57
7548,RBM11.1,1
7549,L3MBTL2.2,52
7550,NUDT19.1,116
7551,RPS19.1,68
7552,ZC3H13.2,118
7553,PFDN4.1,25
7554,RXFP3.3,68
7555,MCOLN2.1,108
7556,TECTB,83
7557,PLCL1,93
7558,SRPK1,46
7559,C13orf27,2
7560,LOC619207,96
7561,NEK1,119
7562,MAGOH.1,43
7563,ZNF7,4
7564,NARFL,97
7565,LPIN3.1,65
7566,AQP6,96
7567,RPS4X,54
7568,LRRC37B2,12
7569,SPR,45
7570,CRYAA,72
7571,PPP1R3G.1,4
7572,FAM127C.1,86
7573,OOEP,5
7574,SP2.1,69
7575,BTC,86
7576,LOC652276,20
7577,ORAI3.1,44
7578,ELL3,79
7579,TSPAN6.1,32
7580,EPHB1,1
7581,C15orf55,74
7582,GP1BA,28
7583,UNC5D.1,94
7584,HJURP.2,9
7585,PIGL.1,127
7586,SOST,33
7587,TSG101.1,33
7588,UGGT2,88
7589,TUBA1A.1,19
7590,HELT.1,83
7591,NIPAL4.1,44
7592,SLC25A2.2,101
7593,EEF1G.2,54
7594,GRIN2D,39
7595,ESAM.1,11
7596,MYO15B.1,1
7597,LIN7A,25
7598,LYZL2,125
7599,KLF10.1,85
7600,EDC4.1,49
7601,MESP2.1,118
7602,CCDC6.1,52
7603,GPR37L1,1
7604,AASDH,3
7605,ADC.1,68
7606,BFAR,1
7607,MED25.1,55
7608,POPDC3,10
7609,ZNF432.1,130
7610,ZNF284.3,1
7611,C11orf70.1,1
7612,B3GNT9,63
7613,SBF1,40
7614,WNT10A,19
7615,IL12A.2,1
7616,WDR55.1,35
7617,OR10A3,20
7618,DNTTIP2.2,109
7619,ZNF420.1,111
7620,STARD10.2,116
7621,IKZF1.1,28
7622,ITGA8.1,127
7623,LEO1,52
7624,VAV1,62
7625,SMUG1,36
7626,KPNA6.1,95
7627,MYT1,26
7628,B2M.1,116
7629,CCDC86.1,115
7630,IFITM5.1,80
7631,PTS,105
7632,NDUFA9.1,25
7633,TTC15.1,59
7634,TRA2A.1,67
7635,CCRN4L.1,21
7636,FAM43A.1,37
7637,ANKRD13A.2,105
7638,GOLGA6L6.1,81
7639,GOLPH3,125
7640,REEP3,60
7641,EFCAB4A,62
7642,FAM98C.1,36
7643,LZTS2.2,24
7644,ASCL3,1
7645,MRPL17.2,125
7646,SUV420H2,16
7647,FREM3.1,9
7648,STL.1,76
7649,CLK2.2,1
7650,DLEU2,68
7651,PTPRN.1,78
7652,CCDC73,46
7653,C7orf30,74
7654,B3GALT4.1,4
7655,SEPX1,17
7656,DLL1,1
7657,WSCD2.1,59
7658,KLHL35.1,4
7659,NDUFA3.1,88
7660,SVEP1,127
7661,C21orf130.1,1
7662,PDGFB.3,116
7663,GABRG1.2,87
7664,FBXO46,8
7665,MAGOHB.1,10
7666,NODAL.2,91
7667,HMG20A,118
7668,MICB.1,1
7669,POU2F3.1,32
7670,SSH3.2,130
7671,C10orf35.1,118
7672,PADI2.1,1
7673,C16orf63.1,131
7674,BHMT.2,71
7675,IL1B,1
7676,GCLM.1,42
7677,CCDC48,63
7678,SLC25A1.1,1
7679,TOMM7,114
7680,RBM14.1,11
7681,HIST1H4J.1,76
7682,TDRG1,89
7683,TCEAL7.2,131
7684,TINAGL1,115
7685,WBP11P1,46
7686,TWF1.1,41
7687,UBE2QP1,112
7688,SLC12A7.1,47
7689,IGF2R.1,91
7690,HEBP2.2,94
7691,IREB2.1,64
7692,LOC121952.1,96
7693,MGC72080.1,130
7694,MTOR,65
7695,LRIG2.1,82
7696,CUL4B,106
7697,SMYD1,34
7698,AP3B2.2,59
7699,RGS16.1,131
7700,CCDC49.1,1
7701,TSC22D4,62
7702,C6orf221.1,58
7703,OTUB2.3,53
7704,DGCR6.2,26
7705,ANAPC1.2,76
7706,SLITRK3.1,113
7707,PARP15.1,40
7708,SNAPC1,86
7709,MTMR9.2,42
7710,KIAA1755,26
7711,ARHGEF9.2,96
7712,ZNF563.1,1
7713,MTMR8.1,40
7714,NNMT.1,11
7715,SLC6A16,59
7716,MEGF9,117
7717,GPRC5C.1,8
7718,SF3B5.2,113
7719,CSNK1G1.1,121
7720,PER1.1,16
7721,CSE1L.1,114
7722,CDC42EP3.2,20
7723,TCIRG1,82
7724,AKAP8L.2,94
7725,PHTF1.1,131
7726,CITED4,131
7727,USP51,73
7728,LLPH,103
7729,HOXB4.1,36
7730,LIN28.1,131
7731,NPM3.1,83
7732,AR,111
7733,TRIM52.2,22
7734,EXOC3L2.3,65
7735,BTBD12.1,1
7736,DCP1B.2,5
7737,CRYBA4.1,104
7738,PRSSL1,127
7739,SAMD5,59
7740,NEURL1B.1,1
7741,RNF152,106
7742,ZNF808.1,53
7743,ATIC,121
7744,TGM6.1,39
7745,FAM180A.1,82
7746,MYADML,38
7747,TREX2.2,53
7748,FLJ40504.1,100
7749,SLC25A12,49
7750,ELOVL5.2,108
7751,PATE3,97
7752,LOC100288797.2,68
7753,ACTBL2,18
7754,DAZL,71
7755,PDE1B.1,53
7756,FADD.3,88
7757,EMID2.2,59
7758,IER3,1
7759,MXI1,73
7760,EPHA4.1,59
7761,THOP1.1,78
7762,MAP3K15.1,15
7763,11-Mar,49
7764,FER1L5,117
7765,CEP164.1,78
7766,CEP152.2,45
7767,RALBP1.2,78
7768,IFT57.1,69
7769,RAD54B.1,113
7770,WDR69.2,101
7771,ZNF702P,66
7772,NXNL1.1,81
7773,GOT1.2,65
7774,CTXN1.1,1
7775,VWA3B.1,93
7776,ZNF770.2,59
7777,COX7A2L.2,50
7778,ADAMTS17,41
7779,HIST1H2AL,96
7780,EEF1DP3,105
7781,MAVS.1,130
7782,SFRP2,90
7783,RNF114.1,89
7784,CDK5R1.1,54
7785,CHAF1A,91
7786,DLL1.1,89
7787,CCNT1.1,87
7788,GLYATL2,26
7789,TCEAL2.3,91
7790,SRGAP1.1,74
7791,PFDN1.3,54
7792,LOC401127,1
7793,POLRMT.1,126
7794,SF3A3,71
7795,LOC100129550.1,106
7796,MOSC1,49
7797,ATP8B4,52
7798,FKBP14.1,96
7799,C5orf39.1,15
7800,TIMP2.1,1
7801,TRPM7,11
7802,MFSD6L.1,1
7803,TXLNA.1,130
7804,ASB18,131
7805,PCOLCE2.1,39
7806,IL17C,85
7807,NKG7,102
7808,NKX6.1.1,71
7809,CYP4V2,50
7810,EPB41L5,69
7811,METTL3,92
7812,KLF11,93
7813,TSSC4,77
7814,CDC5L.2,115
7815,CLDN12.1,15
7816,CITED4.1,14
7817,HSP90AB1.1,41
7818,ZNF582.3,114
7819,C12orf23.1,86
7820,LOC554202,90
7821,PCYT1B.2,95
7822,GABARAP.1,57
7823,MEST.1,5
7824,AS3MT.3,12
7825,HIPK4,63
7826,GRHL2.1,79
7827,NOP10.1,25
7828,KIAA1009.2,23
7829,TAF10.1,43
7830,MAP1LC3B2.2,3
7831,HMGB1.4,50
7832,SFPQ.1,1
7833,ZNF193.2,12
7834,HOXB7.2,29
7835,ANKRD34C.2,26
7836,HNRNPA0.2,57
7837,SECISBP2L,127
7838,PRR15L.1,97
7839,TNKS.1,113
7840,CHD1L.2,48
7841,TMEM56.2,101
7842,SRP72,116
7843,KLHDC8A,30
7844,SNX31.3,67
7845,FAM171A2.1,78
7846,C21orf59.1,121
7847,GSS.2,13
7848,SYNGR3.1,95
7849,DNAH11.1,125
7850,MRPS22.1,90
7851,KCNC3.1,24
7852,SAG,37
7853,SLC19A1.1,103
7854,DIP2B.2,130
7855,NEU1,16
7856,WAPAL.2,26
7857,IFRD2.1,34
7858,RBX1,131
7859,C2orf73,78
7860,CDC42EP3.3,15
7861,NUDT16,60
7862,CLDN18.1,108
7863,ACTC1,72
7864,PRAMEF20,91
7865,FAM43A.2,58
7866,TM4SF19.1,1
7867,CYB5B.1,131
7868,GADD45GIP1.1,18
7869,PURA.2,108
7870,C12orf66,45
7871,TMPRSS8.1,22
7872,PRHOXNB,72
7873,ZBBX.2,15
7874,ELL3.1,1
7875,RPA2.3,40
7876,CEP250,16
7877,ZFAND6.1,26
7878,CDCP2,1
7879,ANKRD34B.1,44
7880,PRM2,17
7881,GNS,122
7882,USPL1,49
7883,ATG16L2.1,127
7884,EHD4.1,62
7885,CNOT10.2,27
7886,RFWD3.1,122
7887,SGPL1.1,16
7888,SCD,1
7889,HOXA6.1,17
7890,FSCN3.1,5
7891,WIPF2,55
7892,KDM6A.2,115
7893,CFTR,67
7894,OR2L13,45
7895,VSNL1.1,21
7896,HSPA12B,34
7897,CYP2W1.1,46
7898,LOC650226.2,107
7899,CAPN13,105
7900,ARID5B,25
7901,BTN2A3,15
7902,SHF,56
7903,MRPL20,63
7904,RGS14.1,77
7905,FAM125A,1
7906,GSTA4,115
7907,ITGBL1.1,20
7908,CCDC83,62
7909,DYNC1LI1.1,7
7910,WNT3.1,14
7911,CUEDC2.1,24
7912,KCNN4,131
7913,C6orf47.2,52
7914,BTBD8,31
7915,PDK4.1,22
7916,EGFLAM,40
7917,CIB2,62
7918,OR2T5,34
7919,IL3,92
7920,CCDC69.1,12
7921,ASCL2.1,56
7922,RINT1,11
7923,PPTC7,87
7924,VWC2.2,5
7925,CMPK2,11
7926,BMS1.1,81
7927,FABP1,50
7928,NFKBIA.2,48
7929,UCN.4,5
7930,TNF.1,97
7931,APOB,60
7932,SMCR7L,34
7933,DDX53.2,17
7934,ZNF100.1,25
7935,SNORD116.8,18
7936,TNFRSF12A.1,1
7937,NUDT3.1,18
7938,ZNF578.1,113
7939,SPEG.2,102
7940,FAM183B,35
7941,MIR543.1,116
7942,CHID1,62
7943,LCE1F,85
7944,C1QBP.1,98
7945,HOXC8.2,1
7946,C11orf46.1,77
7947,SCN8A,85
7948,C11orf91.1,48
7949,ADAMTS6.1,45
7950,CLDN15,42
7951,HADH.2,85
7952,GUCA2A.1,1
7953,INO80B.2,95
7954,SLC11A2.1,74
7955,RPUSD2,1
7956,WDR88,78
7957,GUCY2E.2,75
7958,NEUROG1.2,4
7959,VGLL3.1,2
7960,TFF1,1
7961,C7orf28B.3,94
7962,NKAIN2.1,1
7963,C11orf85,101
7964,HPR,44
7965,SAC3D1.3,125
7966,C10orf116,92
7967,PRKCE,64
7968,NXT2,115
7969,LYRM7.1,52
7970,MORC1.2,49
7971,CCDC24.1,64
7972,C19orf66,105
7973,C11orf80.1,2
7974,NKX2.2.3,112
7975,C1orf128,57
7976,FAR1.2,1
7977,CHMP6.1,36
7978,SLITRK4.1,23
7979,SNX27.1,113
7980,GRID1,82
7981,PDCD6.1,82
7982,ORAI3.2,104
7983,MCCC2.2,27
7984,CLEC11A,25
7985,POLE2,9
7986,CXCR5.2,29
7987,TCF7L1,1
7988,RAB3A,30
7989,ADAMTS15,71
7990,TUBA3C,127
7991,NLRP6.2,93
7992,C6orf138,112
7993,FAM109A.1,44
7994,CCDC52,28
7995,HTR2C.1,11
7996,OR3A1,122
7997,LIME1.3,1
7998,WDFY1,32
7999,MED14,37
8000,KLHDC5,19
8001,LILRA4.2,73
8002,PLEKHH3.1,1
8003,HS3ST1,6
8004,ZFP41.1,47
8005,ID2.1,2
8006,NOP58.1,77
8007,WNK2,61
8008,UQCRC1.1,1
8009,FABP3,57
8010,COL27A1,99
8011,GOLGA6L5,80
8012,ALKBH5.1,55
8013,PLEKHH1.3,80
8014,RSL24D1.2,30
8015,COX10.1,26
8016,TMEM184A.1,121
8017,LEP,56
8018,IFIT3.1,106
8019,ZNF624.1,82
8020,LRRC33.1,12
8021,MIR21,1
8022,ZNF862.1,8
8023,WSCD2.2,46
8024,GTPBP4.2,86
8025,DDOST.2,35
8026,VTA1.2,58
8027,LPA.1,1
8028,EMID2.3,86
8029,ING5,1
8030,AMAC1L2,76
8031,UBA1.1,90
8032,HSPG2,1
8033,STT3B,103
8034,PSMB6.1,86
8035,MAP2K1.1,13
8036,MCM3.2,112
8037,THAP9.1,97
8038,ARRDC4.3,10
8039,NIPAL4.2,97
8040,IFLTD1.1,104
8041,TXNIP.3,17
8042,C7orf52,127
8043,CREB3L2,12
8044,PGK2.1,16
8045,RUVBL1.1,1
8046,CYGB.2,1
8047,STX11,127
8048,RAD18.1,55
8049,PAQR8.1,127
8050,KCTD13.2,14
8051,CCL25.1,32
8052,VSTM2L,114
8053,SEMA6C,86
8054,NLRP8,43
8055,NOTCH2NL,6
8056,TFAP2A.1,36
8057,MAN2A1.3,1
8058,ZNF691.1,76
8059,IPO11,123
8060,CDO1.2,103
8061,IGFN1,119
8062,C8orf76,32
8063,UBXN1.1,33
8064,TCEB1.1,58
8065,BCL9L,75
8066,CPXM1.1,29
8067,GOLGA7B.2,8
8068,PPP2R5B,55
8069,RPL37A.1,14
8070,COL1A2.3,115
8071,TIGD3,17
8072,SR140.1,24
8073,WDR82.2,125
8074,ADH1C,1
8075,CYP2U1.2,42
8076,SCGBL,80
8077,LARS,57
8078,PPM1E.2,22
8079,DDIT4.1,114
8080,CDC20.1,1
8081,UHRF1BP1,52
8082,ZDHHC11,29
8083,TEKT3,50
8084,NTSR1,129
8085,RAB32.1,7
8086,NT5E.1,127
8087,6-Mar,1
8088,HOXC8.3,1
8089,C19orf45.1,83
8090,LOC440040.2,113
8091,SEPHS1.3,1
8092,PSMD3.2,1
8093,SLC4A11,14
8094,CMTM2.1,71
8095,UBR1.1,31
8096,COMMD4.1,70
8097,TACR3.1,2
8098,TBKBP1.1,1
8099,FILIP1,121
8100,RNPC3.1,13
8101,EIF4A1.1,21
8102,NUMBL.2,83
8103,WBP4.1,67
8104,PTGER1,1
8105,C10orf12,126
8106,SEL1L.4,87
8107,PPP1CC,7
8108,PPIA.1,129
8109,SUSD5.1,5
8110,MOBKL1B,71
8111,FUNDC2.1,87
8112,C17orf61,22
8113,FAH,70
8114,TFF1.1,1
8115,LAMB1.2,118
8116,CTGF,76
8117,DPPA4,75
8118,CA3.2,82
8119,FAM32A,22
8120,RUFY4,111
8121,C12orf77,62
8122,AGXT2L2,3
8123,SCPEP1.1,107
8124,RARA.3,1
8125,SAPS1.1,49
8126,CDKAL1.1,2
8127,PPP1R16B,1
8128,SCNN1G,113
8129,PCSK1.3,127
8130,AATF,1
8131,C7orf52.1,120
8132,LOC728613,14
8133,GGCT.1,83
8134,RASD2,52
8135,ITGA5,120
8136,ACAP2.3,17
8137,TYK2.2,108
8138,HSD17B2,72
8139,GOT1.3,122
8140,CDS1.2,61
8141,MALAT1.2,60
8142,SNF8.1,20
8143,ZNF346.1,1
8144,ZNF345.1,45
8145,DMXL2,84
8146,ELAVL4.1,13
8147,CSGALNACT2.1,75
8148,CRYBB2,32
8149,ZC3H13.3,27
8150,COBRA1,40
8151,FBXO39.2,117
8152,OLIG2,53
8153,C2orf58,43
8154,OSBPL1A,108
8155,CCK.1,123
8156,TAF7.1,72
8157,SNX19,50
8158,AGBL4.1,26
8159,GUSBL2.1,89
8160,MPPED2.3,4
8161,SAV1,1
8162,POLR2J4.1,1
8163,PLA2G2F,41
8164,F11R,76
8165,RPS13,112
8166,PET117,78
8167,PPP1R3E.1,19
8168,NUDC,9
8169,LYSMD4.1,74
8170,SEC11A.2,76
8171,SLC25A43.1,84
8172,NEK1.1,30
8173,ZFP37,67
8174,ZNF570.1,64
8175,ART3.1,77
8176,SPATA20,61
8177,C9orf167,47
8178,RNF168.1,30
8179,TAF4B.3,117
8180,CCDC53.3,105
8181,CLDN6.2,102
8182,FA2H.1,51
8183,WNT10A.1,1
8184,DPYSL2.1,18
8185,DPPA3.1,64
8186,MIR146B,121
8187,EEF2K.3,91
8188,HLA.B.2,65
8189,IKBKE,41
8190,XRCC5,84
8191,WBP4.2,76
8192,MMP21,82
8193,POU4F1,1
8194,BLM,97
8195,CNNM1.1,97
8196,FAM9B.2,52
8197,GABPB2.2,60
8198,NHEJ1,33
8199,FSIP1.2,1
8200,NUP35.1,106
8201,ATP6V1F,49
8202,TMEM97.1,18
8203,FSIP1.3,75
8204,PPAPDC1A.1,81
8205,NPTXR.1,27
8206,ZNF581.2,80
8207,LOC387763.1,92
8208,VPS37B,54
8209,TMEM168.1,129
8210,NXT1.2,77
8211,ZNF814.2,63
8212,RPLP2,64
8213,ZFAND2B,38
8214,FERMT1.1,110
8215,SMEK1.1,1
8216,ASB8.3,66
8217,ART1,27
8218,RFXAP,106
8219,C6orf173.1,79
8220,ADSS.1,1
8221,DHRS13.2,37
8222,FAM194B.2,94
8223,LIN28.2,34
8224,PRDM13.1,59
8225,NPAS2.1,113
8226,ELL2,60
8227,ACBD7.1,56
8228,GCLM.2,94
8229,C6orf221.2,123
8230,RASAL1.2,49
8231,HIST1H2AL.1,1
8232,VPS37D.1,72
8233,SLC36A1.1,20
8234,CXorf22,32
8235,NRXN3,117
8236,RAD18.2,50
8237,FGF22,117
8238,MAML3,106
8239,MYH10.1,40
8240,AGGF1.1,123
8241,FILIP1.1,58
8242,LY6G6C,45
8243,GYPB,15
8244,TEK,66
8245,SYTL3,1
8246,CDK15,1
8247,CCND1.2,8
8248,KIF18B.1,108
8249,SYTL2,131
8250,UBE3A.2,18
8251,ANKRD39.2,103
8252,KIF20B.1,116
8253,GJA5,95
8254,C6orf129.1,1
8255,RIMS1.1,67
8256,CH25H.2,94
8257,COX5B,93
8258,COX5A.1,42
8259,TFPI2.1,87
8260,TRIM71.1,19
8261,NDUFA3.2,1
8262,SOX21,3
8263,EPHA7.1,76
8264,DGAT1,87
8265,TNRC6A.2,56
8266,SPERT,121
8267,KRT14,121
8268,CALR.1,92
8269,DNAJC6,84
8270,KPNB1.1,1
8271,GABRD,119
8272,LRRN4CL,112
8273,ROBO3.1,78
8274,SIX6.1,34
8275,ALMS1.1,97
8276,RPF1,122
8277,RPN1.4,131
8278,UQCRB,98
8279,ZNF793.2,38
8280,RRS1,3
8281,ANKFN1.1,74
8282,ARID5B.1,47
8283,MED21.3,59
8284,BCDIN3D.2,109
8285,KCNH5,13
8286,COMTD1.2,75
8287,CLYBL,123
8288,SCGB1D2,66
8289,RAB20.2,89
8290,SPATS1.2,100
8291,WASF3,17
8292,F2RL3.1,119
8293,C5orf15.1,26
8294,DGKQ,84
8295,HIST1H3I.1,36
8296,IRAK1BP1.2,122
8297,CALY,26
8298,CYB5R4.1,40
8299,GULP1.1,20
8300,ARID3B,131
8301,SSSCA1,120
8302,LNPEP.2,80
8303,SIX2,13
8304,MAP7.2,1
8305,GALK1,33
8306,SOAT1.1,126
8307,PSMF1.1,30
8308,MARCH3.1,42
8309,TTC23L.2,123
8310,SDR42E1.3,43
8311,GALNT6,27
8312,PSPN,2
8313,MIR543.2,39
8314,H3F3B.2,44
8315,MAP3K8.1,96
8316,L3MBTL4.1,4
8317,OTX2,82
8318,TRIM56.1,13
8319,EXPH5,126
8320,TAF5.1,54
8321,CRLF1,1
8322,TMEM9B,106
8323,RPF2.4,29
8324,SNX2,70
8325,C21orf59.2,1
8326,JOSD1.3,1
8327,ATP5L,11
8328,RAD9A.1,58
8329,ALAD,28
8330,ABCB7.2,107
8331,RRP7A,10
8332,GNAL,1
8333,ADRA1B,105
8334,ZNF444.2,26
8335,RAB41.1,58
8336,PET117.1,84
8337,COMMD1.1,1
8338,HPDL,81
8339,PTMS,1
8340,CCDC15,35
8341,GPX3,64
8342,C12orf34.2,64
8343,KCNN3.1,84
8344,SLC44A4,1
8345,SLC9A7,1
8346,CPOX.2,42
8347,CGRRF1.2,36
8348,SYT5.2,59
8349,C21orf15,8
8350,ADAM17,105
8351,RLN3,114
8352,DNAH6.2,32
8353,YIPF6.2,17
8354,CARS2.1,1
8355,RGNEF.1,68
8356,UNC5B.2,12
8357,TACR3.2,12
8358,DIXDC1,80
8359,CDGAP.1,57
8360,CRBN.2,48
8361,PRRT3.1,42
8362,OR6A2,92
8363,CXCL1,76
8364,D2HGDH.1,47
8365,TNFRSF1B.1,1
8366,GPR123.2,1
8367,TMEM88.2,48
8368,C6orf123,1
8369,SLC26A2.1,121
8370,ELF5.1,78
8371,GSTO1.2,5
8372,RHCG.3,87
8373,CCDC24.2,50
8374,MBD5,32
8375,WDYHV1,105
8376,BAG2.2,47
8377,SDHB,82
8378,CLCN4.1,106
8379,PTPN11.1,92
8380,PDE6D.1,101
8381,TP53I13.1,77
8382,POLRMT.2,18
8383,WFDC9.1,24
8384,PTPRE.1,80
8385,POLR1E.1,72
8386,SRRM3.1,64
8387,EIF1.2,28
8388,ZNF467.1,66
8389,PRR18,106
8390,PLEKHG7.1,1
8391,RIMS3.1,9
8392,PMM1,110
8393,MIR182.1,12
8394,SLC25A2.3,91
8395,EFEMP2,1
8396,ZFYVE20,116
