,feature,Ranking
3948,ELN,1
3949,ELOF1,59
3950,ELOVL1,6
3951,ELOVL2,55
3952,ELOVL3,64
3953,ELOVL4,35
3954,ELOVL5,59
3955,ELOVL6,58
3956,ELOVL7,1
3957,ELP2,34
3958,ELP3,1
3959,ELP4,39
3960,ELSPBP1,47
3961,EMCN,50
3962,EMD,1
3963,EME1,1
3964,EMG1,29
3965,EMID1,1
3966,EMILIN1,48
3967,EMILIN2,36
3968,EMILIN3,8
3969,EML1,27
3970,EML2,52
3971,EML3,1
3972,EML4,26
3973,EML5,61
3974,EML6,46
3975,EMP1,18
3976,EMP2,1
3977,EMP3,56
3978,EMX1,42
3979,EMX2,44
3980,EMX2OS,57
3981,EN1,61
3982,EN2,26
3983,ENAH,61
3984,ENAM,48
3985,ENC1,31
3986,ENDOD1,2
3987,ENDOG,51
3988,ENDOU,32
3989,ENG,15
3990,ENGASE,17
3991,ENHO,24
3992,ENKUR,7
3993,ENO1,42
3994,ENO2,45
3995,ENO3,55
3996,ENOPH1,22
3997,ENOX1,33
3998,ENOX2,1
3999,ENPEP,51
4000,ENPP1,53
4001,ENPP2,8
4002,ENPP3,43
4003,ENPP4,44
4004,ENPP5,51
4005,ENPP6,1
4006,ENPP7,50
4007,ENSA,18
4008,ENTHD1,24
4009,ENTPD1,39
4010,ENTPD3,63
4011,ENTPD4,14
4012,ENTPD5,56
4013,ENTPD6,20
4014,ENTPD7,17
4015,ENTPD8,33
4016,ENY2,16
4017,EOMES,54
4018,EP300,1
4019,EP400,21
4020,EP400NL,34
4021,EPAS1,17
4022,EPB41,17
4023,EPB41L1,30
4024,EPB41L2,35
4025,EPB41L3,26
4026,EPB41L4A,1
4027,EPB41L4B,56
4028,EPB41L5,64
4029,EPB42,1
4030,EPC1,55
4031,EPC2,50
4032,EPCAM,29
4033,EPDR1,1
4034,EPGN,29
4035,EPHA1,11
4036,EPHA10,38
4037,EPHA2,1
4038,EPHA3,1
4039,EPHA4,45
4040,EPHA5,8
4041,EPHA6,5
4042,EPHA7,17
4043,EPHA8,2
4044,EPHB1,14
4045,EPHB2,29
4046,EPHB3,36
4047,EPHB4,19
4048,EPHB6,29
4049,EPHX1,6
4050,EPHX2,1
4051,EPHX3,55
4052,EPHX4,22
4053,EPM2A,21
4054,EPM2AIP1,61
4055,EPN1,13
4056,EPN2,6
4057,EPN3,30
4058,EPO,32
4059,EPOR,52
4060,EPPK1,8
4061,EPRS,33
4062,EPS15,18
4063,EPS15L1,43
4064,EPS8,51
4065,EPS8L1,39
4066,EPS8L2,64
4067,EPS8L3,43
4068,EPT1,6
4069,EPX,26
4070,EPYC,1
4071,ERAL1,1
4072,ERAP1,1
4073,ERAP2,1
4074,ERBB2,1
4075,ERBB2IP,1
4076,ERBB3,1
4077,ERBB4,58
4078,ERC1,1
4079,ERC2,13
4080,ERCC1,26
4081,ERCC3,38
4082,ERCC4,1
4083,ERCC5,17
4084,ERCC6,36
4085,ERCC6L,5
4086,ERCC8,14
4087,EREG,31
4088,ERF,33
4089,ERG,22
4090,ERGIC1,52
4091,ERGIC2,21
4092,ERGIC3,18
4093,ERH,50
4094,ERI1,6
4095,ERI2,4
4096,ERI3,40
4097,ERICH1,9
4098,ERLEC1,51
4099,ERLIN1,53
4100,ERLIN2,20
4101,ERMAP,1
4102,ERMN,36
4103,ERMP1,33
4104,ERN1,11
4105,ERN2,48
4106,ERP27,39
4107,ERP29,5
4108,ERP44,60
4109,ERRFI1,9
4110,ESAM,31
4111,ESCO1,22
4112,ESCO2,4
4113,ESD,10
4114,ESF1,36
4115,ESM1,31
4116,ESPL1,1
4117,ESPN,22
4118,ESPNL,27
4119,ESR1,34
4120,ESR2,11
4121,ESRP1,24
4122,ESRP2,28
4123,ESRRA,54
4124,ESRRB,51
4125,ESRRG,20
4126,ESX1,1
4127,ESYT1,1
4128,ESYT3,41
4129,ETAA1,17
4130,ETF1,61
4131,ETFA,10
4132,ETFB,26
4133,ETFDH,4
4134,ETHE1,12
4135,ETNK1,24
4136,ETNK2,28
4137,ETS1,1
4138,ETS2,9
4139,ETV1,39
4140,ETV2,1
4141,ETV3,30
4142,ETV3L,42
4143,ETV4,2
4144,ETV5,57
4145,ETV6,45
4146,ETV7,48
4147,EVC,13
4148,EVC2,56
4149,EVI2A,1
4150,EVI2B,14
4151,EVI5,16
4152,EVI5L,10
4153,EVL,9
4154,EVPL,16
4155,EVPLL,64
4156,EVX1,29
4157,EVX2,35
4158,EWSR1,5
4159,EXD1,51
4160,EXD2,56
4161,EXD3,18
4162,EXO1,37
4163,EXOC1,41
4164,EXOC3L2,49
4165,EXOC4,55
4166,EXOC5,36
4167,EXOC6,62
4168,EXOC6B,41
4169,EXOC7,22
4170,EXOC8,1
4171,EXOG,62
4172,EXOSC1,61
4173,EXOSC10,30
4174,EXOSC2,46
4175,EXOSC3,49
4176,EXOSC5,61
4177,EXOSC6,36
4178,EXOSC7,47
4179,EXOSC8,33
4180,EXOSC9,56
4181,EXPH5,49
4182,EXT1,1
4183,EXT2,52
4184,EXTL1,57
4185,EXTL2,13
4186,EXTL3,5
4187,EYA1,37
4188,EYA2,14
4189,EYA3,29
4190,EYA4,4
4191,EYS,1
4192,EZH1,9
4193,EZH2,45
4194,EZR,56
4195,F10,5
4196,F11,13
4197,F11R,47
4198,F12,19
4199,F13A1,6
4200,F13B,20
4201,F2,45
4202,F2R,1
4203,F2RL1,13
4204,F2RL2,1
4205,F2RL3,21
4206,F3,13
4207,F5,46
4208,F7,15
4209,F9,1
4210,FA2H,10
4211,FAAH,34
4212,FAAH2,1
4213,FABP1,40
4214,FABP12,11
4215,FABP2,62
4216,FABP3,23
4217,FABP4,1
4218,FABP5,1
4219,FABP6,1
4220,FABP7,30
4221,FABP9,1
4222,FADD,1
4223,FADS1,5
4224,FADS2,21
4225,FADS3,1
4226,FADS6,30
4227,FAF1,17
4228,FAF2,56
4229,FAH,46
4230,FAHD1,1
4231,FAHD2A,54
4232,FAIM,16
4233,FAIM2,1
4234,FAM101A,49
4235,FAM102A,7
4236,FAM102B,63
4237,FAM104A,3
4238,FAM104B,5
4239,FAM105A,20
4240,FAM107A,54
4241,FAM107B,1
4242,FAM109A,51
4243,FAM109B,12
4244,FAM110A,19
4245,FAM110B,24
4246,FAM111A,37
4247,FAM111B,11
4248,FAM114A1,16
4249,FAM114A2,1
4250,FAM117A,6
4251,FAM117B,36
4252,FAM118A,29
4253,FAM118B,37
4254,FAM120A,30
4255,FAM120AOS,54
4256,FAM120B,63
4257,FAM120C,4
4258,FAM122A,45
4259,FAM122B,1
4260,FAM122C,1
4261,FAM124A,46
4262,FAM124B,55
4263,FAM126A,2
4264,FAM126B,56
4265,FAM127A,1
4266,FAM127B,1
4267,FAM127C,1
4268,FAM129A,30
4269,FAM129B,49
4270,FAM129C,62
4271,FAM131A,51
4272,FAM131B,1
4273,FAM131C,37
4274,FAM133A,1
4275,FAM133B,13
4276,FAM134A,33
4277,FAM134B,9
4278,FAM134C,1
4279,FAM135A,13
4280,FAM135B,20
4281,FAM136A,21
4282,FAM13A,5
4283,FAM13B,39
4284,FAM13C,62
4285,FAM149A,33
4286,FAM149B1,46
4287,FAM150A,1
4288,FAM151A,1
4289,FAM151B,1
4290,FAM153C,51
4291,FAM155A,6
4292,FAM155B,1
4293,FAM156A,1
4294,FAM159A,18
4295,FAM160A1,38
4296,FAM160A2,56
4297,FAM160B1,59
4298,FAM160B2,7
4299,FAM161A,17
4300,FAM161B,54
4301,FAM162A,38
4302,FAM162B,9
4303,FAM163A,6
4304,FAM163B,43
4305,FAM166A,33
4306,FAM166B,46
4307,FAM167A,25
4308,FAM167B,41
4309,FAM168A,1
4310,FAM168B,42
4311,FAM169A,7
4312,FAM169B,53
4313,FAM170A,1
4314,FAM170B,17
4315,FAM171A1,42
4316,FAM171A2,1
4317,FAM171B,43
4318,FAM172A,1
4319,FAM173B,37
4320,FAM174A,1
4321,FAM174B,58
4322,FAM175A,57
4323,FAM175B,29
4324,FAM177A1,1
4325,FAM177B,1
4326,FAM178B,38
4327,FAM179A,38
4328,FAM179B,1
4329,FAM180A,45
4330,FAM181A,45
4331,FAM182B,38
4332,FAM183A,23
4333,FAM184A,18
4334,FAM184B,23
4335,FAM185A,1
4336,FAM186A,1
4337,FAM186B,1
4338,FAM187B,15
4339,FAM188A,5
4340,FAM188B,1
4341,FAM189A2,51
4342,FAM189B,50
4343,FAM192A,22
4344,FAM193A,37
4345,FAM193B,35
4346,FAM195B,25
4347,FAM196A,60
4348,FAM196B,29
4349,FAM198A,59
4350,FAM198B,6
4351,FAM199X,1
4352,FAM19A1,13
4353,FAM19A2,8
4354,FAM19A3,61
4355,FAM19A4,24
4356,FAM19A5,41
4357,FAM200A,11
4358,FAM200B,19
4359,FAM20A,1
4360,FAM20B,47
4361,FAM24B,39
4362,FAM26D,31
4363,FAM26E,20
4364,FAM32A,50
4365,FAM35A,50
4366,FAM3A,1
4367,FAM3B,35
4368,FAM3C,31
4369,FAM3D,52
4370,FAM43A,55
4371,FAM43B,31
4372,FAM45A,52
4373,FAM46A,52
4374,FAM46B,24
4375,FAM46C,34
4376,FAM46D,1
4377,FAM47B,1
4378,FAM47C,1
4379,FAM47E,18
4380,FAM49A,5
4381,FAM49B,1
4382,FAM50A,2
4383,FAM50B,51
4384,FAM53A,1
4385,FAM53B,62
4386,FAM53C,33
4387,FAM58A,3
4388,FAM60A,1
4389,FAM63A,33
4390,FAM63B,53
4391,FAM64A,1
4392,FAM65A,32
4393,FAM65B,22
4394,FAM65C,1
4395,FAM69A,37
4396,FAM69B,57
4397,FAM69C,32
4398,FAM71A,38
4399,FAM71B,35
4400,FAM71D,24
4401,FAM71E1,35
4402,FAM71E2,46
4403,FAM73A,1
4404,FAM73B,44
4405,FAM76A,15
4406,FAM76B,9
4407,FAM78A,34
4408,FAM78B,10
4409,FAM81A,7
4410,FAM81B,1
4411,FAM83A,13
4412,FAM83B,13
4413,FAM83C,1
4414,FAM83D,55
4415,FAM83E,62
4416,FAM83F,30
4417,FAM84A,47
4418,FAM84B,13
4419,FAM89A,39
4420,FAM8A1,29
4421,FAM91A1,9
4422,FAM92A1,1
4423,FAM92B,55
4424,FAM96A,34
4425,FAM96B,29
4426,FAM98A,57
4427,FAM98B,15
4428,FAM98C,1
4429,FAM9A,1
4430,FAM9B,1
4431,FAM9C,1
4432,FANCB,1
4433,FANCC,20
4434,FANCD2,62
4435,FANCE,53
4436,FANCF,13
4437,FANCI,49
4438,FANCL,48
4439,FANCM,19
4440,FANK1,53
4441,FAP,37
4442,FAR1,59
4443,FAR2,32
4444,FARP1,41
4445,FARP2,42
4446,FARS2,26
4447,FARSA,15
4448,FARSB,59
4449,FAS,35
4450,FASLG,20
4451,FASTK,43
4452,FASTKD1,2
4453,FASTKD2,25
4454,FASTKD3,19
4455,FASTKD5,59
4456,FAT1,24
4457,FAT2,43
4458,FAT3,21
4459,FAT4,9
4460,FATE1,1
4461,FBF1,34
4462,FBL,19
4463,FBLIM1,39
4464,FBLL1,49
4465,FBLN1,33
4466,FBLN2,29
4467,FBLN5,53
4468,FBLN7,53
4469,FBN1,26
4470,FBN2,1
4471,FBN3,52
4472,FBP1,61
4473,FBP2,57
4474,FBRS,34
4475,FBRSL1,39
4476,FBXL12,14
4477,FBXL13,19
4478,FBXL15,31
4479,FBXL16,1
4480,FBXL17,9
4481,FBXL18,41
4482,FBXL19,15
4483,FBXL2,54
4484,FBXL20,1
4485,FBXL22,57
4486,FBXL3,29
4487,FBXL4,40
4488,FBXL5,42
4489,FBXL8,62
4490,FBXO10,59
4491,FBXO11,28
4492,FBXO15,62
4493,FBXO16,1
4494,FBXO17,6
4495,FBXO18,1
4496,FBXO2,28
4497,FBXO21,62
4498,FBXO22,8
4499,FBXO24,50
4500,FBXO27,2
4501,FBXO28,1
4502,FBXO3,16
4503,FBXO30,61
4504,FBXO31,62
4505,FBXO32,27
4506,FBXO33,1
4507,FBXO34,13
4508,FBXO38,63
4509,FBXO39,19
4510,FBXO4,9
4511,FBXO40,40
4512,FBXO41,61
4513,FBXO42,64
4514,FBXO43,22
4515,FBXO44,1
4516,FBXO45,53
4517,FBXO46,41
4518,FBXO47,1
4519,FBXO5,64
4520,FBXO6,1
4521,FBXO7,1
4522,FBXO8,1
4523,FBXO9,27
4524,FBXW10,5
4525,FBXW11,62
4526,FBXW12,54
4527,FBXW2,23
4528,FBXW4,19
4529,FBXW7,42
4530,FBXW8,22
4531,FBXW9,43
4532,FCAMR,17
4533,FCAR,60
4534,FCER1A,1
4535,FCER1G,58
4536,FCER2,1
4537,FCF1,58
4538,FCGBP,1
4539,FCGRT,23
4540,FCHO1,27
4541,FCHO2,16
4542,FCHSD1,52
4543,FCHSD2,1
4544,FCN1,37
4545,FCN2,38
4546,FCN3,19
4547,FCRL1,20
4548,FCRL2,47
4549,FCRL3,54
4550,FCRL4,34
4551,FCRL5,36
4552,FCRL6,36
4553,FCRLA,40
4554,FCRLB,50
4555,FDFT1,10
4556,FDPS,58
4557,FDX1,46
4558,FDX1L,13
4559,FDXACB1,36
4560,FDXR,17
4561,FECH,59
4562,FEM1B,35
4563,FEM1C,1
4564,FEN1,8
4565,FER,1
4566,FER1L5,54
4567,FER1L6,3
4568,FERMT1,19
4569,FERMT2,1
4570,FERMT3,35
4571,FES,50
4572,FETUB,62
4573,FEV,59
4574,FEZ1,14
4575,FEZ2,46
4576,FEZF1,55
4577,FEZF2,31
4578,FFAR1,14
4579,FFAR2,38
4580,FGA,9
4581,FGB,14
4582,FGD1,1
4583,FGD2,28
4584,FGD3,45
4585,FGD4,18
4586,FGD5,39
4587,FGD6,19
4588,FGF1,38
4589,FGF10,38
4590,FGF11,18
4591,FGF12,53
4592,FGF13,1
4593,FGF14,16
4594,FGF16,1
4595,FGF17,9
4596,FGF18,48
4597,FGF19,1
4598,FGF2,63
4599,FGF20,32
4600,FGF21,61
4601,FGF23,37
4602,FGF3,4
4603,FGF4,7
4604,FGF5,23
4605,FGF6,45
4606,FGF7,1
4607,FGF8,39
4608,FGF9,3
4609,FGFBP1,41
4610,FGFBP2,38
4611,FGFBP3,4
4612,FGFR1,3
4613,FGFR1OP,63
4614,FGFR1OP2,12
4615,FGFR2,55
4616,FGFR3,41
4617,FGFR4,14
4618,FGG,41
4619,FGGY,1
4620,FGL1,6
4621,FGL2,22
4622,FGR,1
4623,FH,11
4624,FHAD1,19
4625,FHDC1,29
4626,FHIT,44
4627,FHL1,1
4628,FHL2,59
4629,FHL3,61
4630,FHL5,33
4631,FHOD1,15
4632,FHOD3,28
4633,FIBCD1,51
4634,FIBIN,33
4635,FICD,62
4636,FIG4,32
4637,FIGLA,59
4638,FIGN,35
4639,FIGNL1,1
4640,FILIP1,24
4641,FILIP1L,22
4642,FIP1L1,21
4643,FIS1,1
4644,FITM1,22
4645,FITM2,6
4646,FIZ1,40
4647,FJX1,49
4648,FKBP10,9
4649,FKBP11,2
4650,FKBP14,4
4651,FKBP15,38
4652,FKBP1A,43
4653,FKBP1B,28
4654,FKBP2,44
4655,FKBP3,6
4656,FKBP4,8
4657,FKBP5,23
4658,FKBP6,37
4659,FKBP7,30
4660,FKBP8,57
4661,FKBP9,19
4662,FKRP,64
4663,FKTN,27
4664,FLAD1,14
4665,FLCN,8
4666,FLG,54
4667,FLG2,4
4668,FLI1,35
4669,FLII,1
4670,FLJ12825,8
4671,FLJ13224,1
4672,FLJ16779,13
4673,FLJ30679,64
4674,FLJ33360,58
4675,FLJ37453,16
4676,FLJ41941,15
4677,FLJ42393,42
4678,FLJ45079,35
4679,FLNA,1
4680,FLNB,43
4681,FLNC,45
4682,FLOT1,54
4683,FLOT2,1
4684,FLRT1,40
4685,FLRT2,53
4686,FLRT3,11
4687,FLT1,47
4688,FLT3,61
4689,FLT3LG,7
4690,FLT4,19
4691,FLVCR1,23
4692,FLVCR2,63
4693,FLYWCH1,1
4694,FLYWCH2,1
4695,FMN1,26
4696,FMN2,49
4697,FMNL1,1
4698,FMNL2,54
4699,FMNL3,1
4700,FMO1,60
4701,FMO2,9
4702,FMO3,4
4703,FMO4,51
4704,FMOD,4
4705,FMR1,1
4706,FMR1NB,1
4707,FN1,59
4708,FN3K,36
4709,FN3KRP,36
4710,FNBP1,31
4711,FNBP1L,34
4712,FNBP4,47
4713,FNDC1,46
4714,FNDC3A,46
4715,FNDC3B,13
4716,FNDC4,46
4717,FNDC5,46
4718,FNDC7,64
4719,FNDC8,8
4720,FNIP1,26
4721,FNIP2,12
4722,FNTA,1
4723,FNTB,37
4724,FOLH1,48
4725,FOLR1,59
4726,FOLR2,17
4727,FOLR3,46
4728,FOS,45
4729,FOSB,44
4730,FOSL2,41
4731,FOXA1,4
4732,FOXA2,9
4733,FOXA3,49
4734,FOXB1,50
4735,FOXC2,1
4736,FOXE3,17
4737,FOXF1,3
4738,FOXF2,41
4739,FOXI1,42
4740,FOXI3,22
4741,FOXJ2,2
4742,FOXJ3,12
4743,FOXK1,53
4744,FOXK2,8
4745,FOXL1,7
4746,FOXL2,22
4747,FOXM1,20
4748,FOXN1,1
4749,FOXN2,46
4750,FOXN3,50
4751,FOXN4,44
4752,FOXO1,3
4753,FOXO3,1
4754,FOXO4,1
4755,FOXP1,23
4756,FOXP2,35
4757,FOXP3,23
4758,FOXP4,30
4759,FOXQ1,22
4760,FOXR1,47
4761,FOXR2,1
4762,FOXRED1,32
4763,FOXRED2,45
4764,FOXS1,35
4765,FPGS,27
4766,FPGT,32
4767,FPR1,12
4768,FPR2,40
4769,FRAS1,1
4770,FRAT1,64
4771,FRAT2,10
4772,FREM1,37
4773,FREM2,22
4774,FRK,47
4775,FRMD3,57
4776,FRMD4A,1
4777,FRMD4B,18
4778,FRMD5,1
4779,FRMD6,3
4780,FRMD7,1
4781,FRMPD1,52
4782,FRMPD2,63
4783,FRMPD4,1
4784,FRRS1,36
4785,FRS2,2
4786,FRS3,56
4787,FRY,23
4788,FRZB,37
4789,FSCN1,34
4790,FSCN2,17
4791,FSCN3,64
4792,FSD1,56
4793,FSD1L,44
4794,FSD2,55
4795,FSHB,16
4796,FSHR,51
4797,FSIP1,33
4798,FST,10
4799,FSTL1,24
4800,FSTL3,11
4801,FSTL4,12
4802,FSTL5,43
4803,FTCD,7
4804,FTH1,8
4805,FTO,10
4806,FTSJ1,12
4807,FTSJ3,1
4808,FUBP1,20
4809,FUBP3,16
4810,FUCA1,1
4811,FUCA2,17
4812,FUK,1
4813,FUNDC1,13
4814,FURIN,58
4815,FUS,43
4816,FUT1,30
4817,FUT10,31
4818,FUT11,50
4819,FUT4,4
4820,FUT5,1
4821,FUT6,1
4822,FUT7,34
4823,FUT8,37
4824,FUT9,61
4825,FUZ,39
4826,FXN,21
4827,FXR1,21
4828,FXR2,15
4829,FXYD1,1
4830,FXYD2,34
4831,FXYD3,44
4832,FXYD4,4
4833,FXYD5,45
4834,FXYD6,21
4835,FXYD7,1
4836,FYB,47
4837,FYCO1,33
4838,FYN,29
4839,FYTTD1,33
4840,FZD1,45
4841,FZD3,1
4842,FZD4,3
4843,FZD5,51
4844,FZD6,2
4845,FZD7,38
4846,FZR1,5
4847,G2E3,1
4848,G3BP1,25
4849,G3BP2,43
4850,G6PC,1
4851,G6PC2,59
4852,G6PC3,1
4853,G6PD,1
4854,GAA,40
4855,GAB1,60
4856,GAB2,1
4857,GAB4,42
4858,GABARAP,19
4859,GABARAPL1,39
4860,GABARAPL2,6
4861,GABBR1,55
4862,GABBR2,52
4863,GABPA,2
4864,GABPB1,1
4865,GABPB2,19
4866,GABRA1,1
4867,GABRA2,57
4868,GABRA3,1
4869,GABRA4,40
4870,GABRA5,43
4871,GABRA6,1
4872,GABRB1,50
4873,GABRB2,1
4874,GABRB3,64
4875,GABRE,1
4876,GABRG1,50
4877,GABRG2,1
4878,GABRG3,52
4879,GABRP,44
4880,GABRQ,1
4881,GABRR1,32
4882,GABRR2,41
4883,GABRR3,14
4884,GAD1,16
4885,GAD2,47
4886,GADD45A,21
4887,GADD45G,41
4888,GADD45GIP1,46
4889,GADL1,61
4890,GAGE1,6
4891,GAGE10,19
4892,GAGE12D,11
4893,GAGE12F,2
4894,GAGE12J,10
4895,GAGE13,6
4896,GAGE2A,21
4897,GAGE2E,8
4898,GAL3ST1,2
4899,GAL3ST3,8
4900,GAL3ST4,33
4901,GALC,39
4902,GALE,12
4903,GALK1,1
4904,GALK2,7
4905,GALM,44
4906,GALNT1,29
4907,GALNT10,1
4908,GALNT11,40
4909,GALNT12,48
4910,GALNT13,19
4911,GALNT14,13
4912,GALNT2,10
4913,GALNT3,58
4914,GALNT4,10
4915,GALNT5,51
4916,GALNT6,1
4917,GALNT7,3
4918,GALNT8,4
4919,GALNTL5,14
4920,GALNTL6,27
4921,GALP,17
4922,GALR1,54
4923,GALR2,31
4924,GALR3,11
4925,GALT,17
4926,GAN,7
4927,GANAB,8
4928,GANC,12
4929,GAP43,62
4930,GAPDH,37
4931,GAPDHS,1
4932,GAPT,1
4933,GAPVD1,49
4934,GAR1,19
4935,GARNL3,62
4936,GARS,1
4937,GART,12
4938,GAS1,55
4939,GAS2,42
4940,GAS2L1,1
4941,GAS2L2,7
4942,GAS2L3,51
4943,GAS5,27
4944,GAS7,14
4945,GAST,17
4946,GATA1,4
4947,GATA2,53
4948,GATA3,3
4949,GATA4,30
4950,GATA5,1
4951,GATA6,21
4952,GATAD1,43
4953,GATAD2A,61
4954,GATAD2B,43
4955,GATC,19
4956,GATM,58
4957,GATS,36
4958,GATSL2,5
4959,GATSL3,2
4960,GBA,58
4961,GBA2,60
4962,GBA3,8
4963,GBAS,11
4964,GBE1,51
4965,GBF1,60
4966,GBGT1,60
4967,GBP1,31
4968,GBP2,1
4969,GBP3,60
4970,GBP4,3
4971,GBP5,3
4972,GBP6,1
4973,GBP7,13
4974,GBX1,19
4975,GBX2,35
4976,GC,36
4977,GCA,25
4978,GCAT,49
4979,GCC1,48
4980,GCC2,60
4981,GCDH,53
4982,GCG,1
4983,GCH1,43
4984,GCHFR,1
4985,GCK,1
4986,GCKR,42
4987,GCLC,27
4988,GCLM,56
4989,GCM1,57
4990,GCM2,45
4991,GCNT1,24
4992,GCNT2,19
4993,GCNT3,23
4994,GCNT7,2
4995,GCOM1,60
4996,GCSH,3
4997,GDA,54
4998,GDAP1,22
4999,GDAP1L1,3
5000,GDAP2,49
5001,GDE1,7
5002,GDF1,27
5003,GDF10,25
5004,GDF15,40
5005,GDF2,32
5006,GDF3,31
5007,GDF5,21
5008,GDF6,5
5009,GDF7,38
5010,GDF9,37
5011,GDI1,1
5012,GDI2,6
5013,GDNF,32
5014,GDPD1,9
5015,GDPD2,13
5016,GDPD4,3
5017,GDPD5,8
5018,GEM,10
5019,GEMIN5,1
5020,GEMIN6,51
5021,GEMIN7,64
5022,GEMIN8,1
5023,GEN1,18
5024,GET4,27
5025,GFAP,1
5026,GFER,1
5027,GFI1,53
5028,GFI1B,55
5029,GFM1,1
5030,GFM2,8
5031,GFOD1,23
5032,GFOD2,54
5033,GFPT1,46
5034,GFPT2,34
5035,GFRA1,64
5036,GFRA2,2
5037,GFRA3,46
5038,GFRA4,32
5039,GFRAL,46
5040,GGA1,28
5041,GGA2,36
5042,GGA3,12
5043,GGCT,43
5044,GGCX,58
5045,GGH,20
5046,GGNBP2,10
5047,GGPS1,31
5048,GGT1,36
5049,GGT5,40
5050,GGT6,49
5051,GGT7,31
5052,GGTLC1,45
5053,GH1,1
5054,GHDC,1
5055,GHITM,20
5056,GHR,7
5057,GHRH,1
5058,GHRHR,23
5059,GHRL,30
5060,GHRLOS,33
5061,GHSR,45
5062,GIF,18
5063,GIGYF2,10
5064,GIMAP1,51
5065,GIMAP4,53
5066,GIMAP5,19
5067,GIMAP6,32
5068,GIMAP7,34
5069,GIMAP8,51
5070,GIN1,1
5071,GINS2,41
5072,GINS3,24
5073,GINS4,1
5074,GIP,13
5075,GIPC1,50
5076,GIPC2,11
5077,GIPR,26
5078,GIT1,1
5079,GIT2,53
5080,GJA1,43
5081,GJA3,36
5082,GJA4,6
5083,GJA9,60
5084,GJB1,1
5085,GJB2,21
5086,GJB3,43
5087,GJB4,25
5088,GJB5,42
5089,GJB6,22
5090,GJB7,42
5091,GJC1,8
5092,GJC2,44
5093,GJC3,8
5094,GJD2,4
5095,GJD4,41
5096,GK,1
5097,GKAP1,27
5098,GKN1,46
5099,GKN2,51
5100,GLA,1
5101,GLB1,54
5102,GLB1L,22
5103,GLCCI1,18
5104,GLCE,64
5105,GLDN,8
5106,GLE1,52
5107,GLG1,27
5108,GLI1,48
5109,GLI2,53
5110,GLI3,1
5111,GLI4,20
5112,GLIPR1,1
5113,GLIPR1L1,20
5114,GLIPR1L2,1
5115,GLIPR2,48
5116,GLIS1,15
5117,GLIS2,1
5118,GLIS3,14
5119,GLMN,58
5120,GLO1,46
5121,GLOD5,3
5122,GLP1R,56
5123,GLP2R,40
5124,GLRA1,61
5125,GLRA2,2
5126,GLRA3,1
5127,GLRA4,1
5128,GLRB,6
5129,GLRX,3
5130,GLRX2,29
5131,GLRX3,52
5132,GLRX5,49
5133,GLS,60
5134,GLS2,1
5135,GLT1D1,14
5136,GLT6D1,1
5137,GLT8D1,61
5138,GLT8D2,58
5139,GLTP,50
5140,GLTPD2,38
5141,GLTSCR1,45
5142,GLTSCR2,62
5143,GLUD1,36
5144,GLUD2,1
5145,GLUL,27
5146,GLYAT,47
5147,GLYATL1,33
5148,GLYATL2,34
5149,GLYATL3,21
5150,GLYCTK,63
5151,GLYR1,1
5152,GM2A,8
5153,GMCL1,59
5154,GMDS,44
5155,GMEB1,1
5156,GMEB2,1
5157,GMFB,2
5158,GMFG,6
5159,GMIP,62
5160,GML,1
5161,GMNN,22
5162,GMPPA,28
5163,GMPPB,63
5164,GMPR,14
5165,GMPR2,13
5166,GMPS,1
5167,GNA11,1
5168,GNA12,31
5169,GNA13,16
5170,GNA14,34
5171,GNA15,1
5172,GNAI1,40
5173,GNAI2,43
5174,GNAI3,58
5175,GNAL,29
5176,GNAO1,39
5177,GNAQ,40
5178,GNAS,5
5179,GNAT1,40
5180,GNAT2,29
5181,GNAT3,47
5182,GNB3,30
5183,GNB4,48
5184,GNB5,16
5185,GNE,39
5186,GNG10,32
5187,GNG11,35
5188,GNG12,43
5189,GNG2,7
5190,GNG3,1
5191,GNG4,63
5192,GNG5,7
5193,GNG7,6
5194,GNG8,48
5195,GNGT1,12
5196,GNGT2,1
5197,GNL1,28
5198,GNL2,45
5199,GNL3,63
5200,GNL3L,1
5201,GNLY,61
5202,GNMT,1
5203,GNPAT,1
5204,GNPDA1,62
5205,GNPDA2,51
5206,GNPNAT1,16
5207,GNPTAB,45
5208,GNPTG,1
5209,GNRH1,48
5210,GNRH2,45
5211,GNRHR,39
5212,GNS,1
5213,GOLGA1,34
5214,GOLGA2,23
5215,GOLGA4,63
5216,GOLGA5,33
5217,GOLGA7,2
5218,GOLGA7B,45
5219,GOLGB1,61
5220,GOLIM4,22
5221,GOLM1,43
5222,GOLPH3L,17
5223,GOLT1A,8
5224,GOLT1B,19
5225,GON4L,43
5226,GOPC,19
5227,GORAB,26
5228,GORASP1,50
5229,GORASP2,45
5230,GOSR1,1
5231,GOSR2,9
5232,GOT1,47
5233,GOT2,8
5234,GP1BA,8
5235,GP2,40
5236,GP5,49
5237,GP6,55
5238,GP9,56
5239,GPA33,13
5240,GPAA1,23
5241,GPAM,60
5242,GPATCH1,19
5243,GPATCH2,23
5244,GPATCH3,21
5245,GPATCH4,45
5246,GPATCH8,6
5247,GPBAR1,58
5248,GPBP1,7
5249,GPBP1L1,29
5250,GPC1,18
5251,GPC2,37
5252,GPC3,1
5253,GPC4,1
5254,GPC5,30
5255,GPC6,29
