,feature,Ranking
7749,MMP25,1
7750,MMP26,47
7751,MMP27,90
7752,MMP28,28
7753,MMP3,42
7754,MMP7,15
7755,MMP8,35
7756,MMP9,31
7757,MMRN1,122
7758,MMRN2,144
7759,MMS19,72
7760,MN1,108
7761,MNAT1,88
7762,MND1,111
7763,MNDA,103
7764,MNS1,120
7765,MNT,52
7766,MNX1,52
7767,MOAP1,145
7768,MOB2,111
7769,MOBP,90
7770,MOCOS,23
7771,MOCS1,133
7772,MOCS2,130
7773,MOCS3,4
7774,MOG,103
7775,MOGAT1,146
7776,MOGAT2,11
7777,MOGAT3,95
7778,MOGS,138
7779,MON1A,113
7780,MON1B,3
7781,MON2,72
7782,MORC2,46
7783,MORC3,88
7784,MORC4,10
7785,MORF4L1,51
7786,MORF4L2,1
7787,MORN2,88
7788,MORN3,120
7789,MORN4,78
7790,MORN5,84
7791,MOSPD1,8
7792,MOSPD2,43
7793,MOSPD3,80
7794,MOV10,95
7795,MOXD1,84
7796,MPDZ,103
7797,MPEG1,49
7798,MPHOSPH10,72
7799,MPHOSPH9,17
7800,MPI,43
7801,MPL,79
7802,MPND,141
7803,MPO,99
7804,MPP2,26
7805,MPP3,39
7806,MPP4,10
7807,MPP5,141
7808,MPP6,24
7809,MPP7,66
7810,MPPE1,68
7811,MPPED1,73
7812,MPPED2,29
7813,MPRIP,15
7814,MPST,59
7815,MPV17,37
7816,MPV17L2,50
7817,MPZ,59
7818,MPZL1,121
7819,MPZL2,113
7820,MPZL3,136
7821,MR1,38
7822,MRAP,6
7823,MRAP2,92
7824,MRAS,131
7825,MRC2,35
7826,MRE11A,51
7827,MREG,103
7828,MRFAP1,93
7829,MRFAP1L1,11
7830,MRGPRE,57
7831,MRGPRF,5
7832,MRGPRX2,110
7833,MRGPRX3,81
7834,MRGPRX4,53
7835,MRI1,110
7836,MRM1,58
7837,MRO,81
7838,MRPL1,69
7839,MRPL10,11
7840,MRPL11,13
7841,MRPL12,38
7842,MRPL13,58
7843,MRPL14,30
7844,MRPL15,8
7845,MRPL16,18
7846,MRPL18,134
7847,MRPL2,142
7848,MRPL21,20
7849,MRPL22,32
7850,MRPL23,76
7851,MRPL24,62
7852,MRPL27,26
7853,MRPL3,117
7854,MRPL30,149
7855,MRPL33,44
7856,MRPL34,130
7857,MRPL37,10
7858,MRPL38,143
7859,MRPL39,108
7860,MRPL4,142
7861,MRPL42,98
7862,MRPL43,105
7863,MRPL44,88
7864,MRPL45,9
7865,MRPL46,60
7866,MRPL47,135
7867,MRPL48,55
7868,MRPL50,117
7869,MRPL52,27
7870,MRPL54,90
7871,MRPL55,111
7872,MRPL9,67
7873,MRPS10,94
7874,MRPS11,104
7875,MRPS12,22
7876,MRPS14,141
7877,MRPS15,120
7878,MRPS16,131
7879,MRPS17,51
7880,MRPS18A,23
7881,MRPS18B,66
7882,MRPS18C,80
7883,MRPS2,59
7884,MRPS21,49
7885,MRPS22,89
7886,MRPS23,57
7887,MRPS24,134
7888,MRPS25,65
7889,MRPS27,39
7890,MRPS28,24
7891,MRPS30,29
7892,MRPS31,11
7893,MRPS33,70
7894,MRPS35,15
7895,MRPS36,29
7896,MRPS5,141
7897,MRPS6,8
7898,MRPS7,43
7899,MRPS9,39
7900,MRRF,104
7901,MRS2,125
7902,MRTO4,109
7903,MRVI1,107
7904,MS4A1,50
7905,MS4A10,126
7906,MS4A12,52
7907,MS4A13,48
7908,MS4A14,85
7909,MS4A15,42
7910,MS4A2,37
7911,MS4A3,68
7912,MS4A4A,131
7913,MS4A5,128
7914,MS4A6A,31
7915,MS4A6E,141
7916,MS4A7,79
7917,MSC,7
7918,MSGN1,118
7919,MSH2,144
7920,MSH3,7
7921,MSH4,115
7922,MSH6,73
7923,MSI1,139
7924,MSI2,93
7925,MSL1,6
7926,MSL2,59
7927,MSL3,30
7928,MSLN,5
7929,MSMB,15
7930,MSN,35
7931,MSR1,24
7932,MSRA,58
7933,MSRB2,100
7934,MSRB3,48
7935,MST1R,108
7936,MSTN,122
7937,MSTO1,86
7938,MSX1,54
7939,MSX2,75
7940,MT1A,144
7941,MT1B,44
7942,MT1E,81
7943,MT1F,89
7944,MT1H,32
7945,MT1M,103
7946,MT4,77
7947,MTA1,9
7948,MTA2,19
7949,MTA3,97
7950,MTAP,134
7951,MTBP,44
7952,MTCH1,138
7953,MTCH2,74
7954,MTDH,21
7955,MTF1,119
7956,MTF2,64
7957,MTFMT,102
7958,MTFR1,59
7959,MTG1,21
7960,MTHFD1,101
7961,MTHFD1L,89
7962,MTHFD2,57
7963,MTHFD2L,41
7964,MTHFR,138
7965,MTHFS,100
7966,MTHFSD,8
7967,MTIF2,52
7968,MTIF3,144
7969,MTL5,54
7970,MTM1,19
7971,MTMR1,11
7972,MTMR10,48
7973,MTMR11,6
7974,MTMR12,66
7975,MTMR14,36
7976,MTMR2,15
7977,MTMR3,24
7978,MTMR4,70
7979,MTMR6,124
7980,MTMR7,51
7981,MTMR8,43
7982,MTMR9,43
7983,MTNR1A,46
7984,MTNR1B,29
7985,MTO1,133
7986,MTOR,93
7987,MTPAP,121
7988,MTR,72
7989,MTRF1,79
7990,MTRF1L,130
7991,MTRR,69
7992,MTSS1,64
7993,MTSS1L,133
7994,MTTP,84
7995,MTUS1,101
7996,MTUS2,90
7997,MTX1,79
7998,MTX2,77
7999,MTX3,43
8000,MUC12,83
8001,MUC13,99
8002,MUC15,66
8003,MUC16,43
8004,MUC17,112
8005,MUC2,112
8006,MUC21,97
8007,MUC5B,80
8008,MUC6,70
8009,MUC7,80
8010,MUCL1,7
8011,MUL1,44
8012,MUM1,19
8013,MUM1L1,11
8014,MURC,46
8015,MUSK,142
8016,MUSTN1,148
8017,MUT,45
8018,MUTYH,35
8019,MVK,58
8020,MX1,22
8021,MX2,22
8022,MXD1,141
8023,MXD3,90
8024,MXD4,77
8025,MXI1,88
8026,MXRA5,1
8027,MXRA7,86
8028,MYADM,135
8029,MYB,68
8030,MYBBP1A,119
8031,MYBL1,44
8032,MYBL2,7
8033,MYBPC1,43
8034,MYBPC2,53
8035,MYBPC3,123
8036,MYBPH,64
8037,MYBPHL,133
8038,MYCBP,134
8039,MYCBP2,86
8040,MYCBPAP,33
8041,MYCNOS,9
8042,MYCT1,77
8043,MYD88,55
8044,MYEF2,56
8045,MYEOV,20
8046,MYEOV2,66
8047,MYF5,17
8048,MYF6,2
8049,MYH1,106
8050,MYH10,110
8051,MYH13,95
8052,MYH14,71
8053,MYH15,44
8054,MYH2,102
8055,MYH3,99
8056,MYH4,46
8057,MYH6,8
8058,MYH7,109
8059,MYH7B,103
8060,MYH8,127
8061,MYH9,45
8062,MYL1,111
8063,MYL10,31
8064,MYL12A,19
8065,MYL12B,41
8066,MYL2,118
8067,MYL3,63
8068,MYL4,1
8069,MYL6,1
8070,MYL6B,13
8071,MYL7,104
8072,MYL9,102
8073,MYLIP,122
8074,MYLK,60
8075,MYLK2,119
8076,MYLK3,1
8077,MYLK4,117
8078,MYLPF,49
8079,MYNN,101
8080,MYO10,32
8081,MYO15A,34
8082,MYO15B,40
8083,MYO16,1
8084,MYO18A,4
8085,MYO18B,33
8086,MYO1A,107
8087,MYO1B,140
8088,MYO1C,135
8089,MYO1D,13
8090,MYO1E,149
8091,MYO1F,88
8092,MYO1G,17
8093,MYO1H,85
8094,MYO3A,58
8095,MYO3B,98
8096,MYO5A,111
8097,MYO5B,102
8098,MYO5C,141
8099,MYO6,56
8100,MYO7A,124
8101,MYO7B,127
8102,MYO9A,143
8103,MYO9B,131
8104,MYOC,12
8105,MYOCD,85
8106,MYOD1,8
8107,MYOF,140
8108,MYOG,19
8109,MYOM1,124
8110,MYOM2,83
8111,MYOM3,3
8112,MYOT,121
8113,MYOZ1,110
8114,MYOZ2,96
8115,MYOZ3,149
8116,MYPN,59
8117,MYPOP,128
8118,MYRIP,127
8119,MYSM1,21
8120,MYT1L,56
8121,N4BP1,1
8122,N4BP2L1,136
8123,N4BP2L2,41
8124,N6AMT1,59
8125,N6AMT2,84
8126,NAA10,11
8127,NAA11,49
8128,NAA15,91
8129,NAA16,28
8130,NAA20,24
8131,NAA25,65
8132,NAA30,116
8133,NAA35,62
8134,NAA38,75
8135,NAA40,51
8136,NAA50,56
8137,NAAA,50
8138,NAALAD2,49
8139,NAALADL2,101
8140,NAB1,146
8141,NAB2,104
8142,NACA,30
8143,NACAD,3
8144,NACC1,99
8145,NACC2,46
8146,NADSYN1,25
8147,NAE1,22
8148,NAF1,66
8149,NAGA,43
8150,NAGK,109
8151,NAGLU,47
8152,NAGPA,31
8153,NAGS,1
8154,NAIF1,100
8155,NALCN,99
8156,NAMPT,89
8157,NANOG,46
8158,NANOS2,65
8159,NANOS3,149
8160,NANP,36
8161,NANS,104
8162,NAP1L1,41
8163,NAP1L3,7
8164,NAP1L4,139
8165,NAP1L5,54
8166,NAP1L6,20
8167,NAPA,98
8168,NAPB,49
8169,NAPEPLD,45
8170,NAPG,140
8171,NAPSA,29
8172,NARF,23
8173,NARFL,14
8174,NARS,118
8175,NARS2,1
8176,NASP,24
8177,NAT1,77
8178,NAT10,41
8179,NAT2,74
8180,NAT8,125
8181,NAT8B,107
8182,NAT9,126
8183,NAV1,121
8184,NAV2,50
8185,NAV3,51
8186,NBAS,90
8187,NBEA,86
8188,NBEAL1,124
8189,NBEAL2,83
8190,NBL1,105
8191,NBN,96
8192,NBPF3,72
8193,NBR1,26
8194,NCALD,149
8195,NCAM1,18
8196,NCAM2,77
8197,NCAN,116
8198,NCAPD2,132
8199,NCAPD3,28
8200,NCAPG,13
8201,NCAPH,132
8202,NCBP1,82
8203,NCDN,5
8204,NCEH1,53
8205,NCF1,26
8206,NCF2,75
8207,NCF4,32
8208,NCK1,79
8209,NCK2,125
8210,NCKAP1,127
8211,NCKAP1L,1
8212,NCKAP5,82
8213,NCKAP5L,14
8214,NCKIPSD,45
8215,NCL,111
8216,NCLN,3
8217,NCOA1,81
8218,NCOA2,39
8219,NCOA3,44
8220,NCOA4,27
8221,NCOA5,45
8222,NCOA6,22
8223,NCOA7,91
8224,NCOR1,38
8225,NCOR2,67
8226,NCR1,112
8227,NCR2,102
8228,NCS1,107
8229,NCSTN,114
8230,NDEL1,36
8231,NDFIP1,90
8232,NDFIP2,55
8233,NDN,142
8234,NDP,42
8235,NDRG1,41
8236,NDRG2,16
8237,NDRG3,147
8238,NDRG4,28
8239,NDST1,46
8240,NDST2,101
8241,NDST3,64
8242,NDST4,106
8243,NDUFA1,10
8244,NDUFA10,143
8245,NDUFA11,108
8246,NDUFA12,53
8247,NDUFA13,77
8248,NDUFA2,142
8249,NDUFA3,74
8250,NDUFA4,55
8251,NDUFA4L2,36
8252,NDUFA5,137
8253,NDUFA6,38
8254,NDUFA7,125
8255,NDUFA8,109
8256,NDUFA9,57
8257,NDUFAB1,77
8258,NDUFAF1,60
8259,NDUFAF2,98
8260,NDUFAF3,146
8261,NDUFAF4,59
8262,NDUFB1,133
8263,NDUFB10,7
8264,NDUFB11,92
8265,NDUFB2,20
8266,NDUFB3,147
8267,NDUFB4,120
8268,NDUFB5,128
8269,NDUFB6,82
8270,NDUFB8,131
8271,NDUFB9,41
8272,NDUFC1,84
8273,NDUFC2,4
8274,NDUFS1,89
8275,NDUFS2,140
8276,NDUFS3,109
8277,NDUFS4,58
8278,NDUFS5,84
8279,NDUFS7,58
8280,NDUFS8,52
8281,NDUFV2,16
8282,NDUFV3,93
8283,NEB,126
8284,NEBL,62
8285,NECAB1,74
8286,NECAB2,139
8287,NECAB3,92
8288,NECAP1,99
8289,NECAP2,79
8290,NEDD1,131
8291,NEDD4,5
8292,NEDD4L,83
8293,NEDD8,35
8294,NEDD9,75
8295,NEFH,21
8296,NEFL,47
8297,NEFM,27
8298,NEGR1,46
8299,NEIL1,76
8300,NEIL2,36
8301,NEIL3,24
8302,NEK1,20
8303,NEK10,148
8304,NEK11,125
8305,NEK2,69
8306,NEK3,49
8307,NEK4,140
8308,NEK5,76
8309,NEK6,142
8310,NEK7,60
8311,NEK8,12
8312,NEK9,84
8313,NELL1,56
8314,NELL2,64
8315,NENF,6
8316,NEO1,118
8317,NES,147
8318,NET1,4
8319,NETO2,1
8320,NEU2,141
8321,NEU3,9
8322,NEURL1B,55
8323,NEURL2,29
8324,NEURL3,117
8325,NEURL4,27
8326,NEUROD1,121
8327,NEUROD2,1
8328,NEUROD4,4
8329,NEUROD6,48
8330,NEUROG1,80
8331,NEUROG2,133
8332,NEUROG3,80
8333,NEXN,35
8334,NF1,25
8335,NF2,94
8336,NFAM1,56
8337,NFASC,86
8338,NFAT5,136
8339,NFATC2,1
8340,NFATC3,18
8341,NFATC4,38
8342,NFE2,70
8343,NFE2L1,39
8344,NFE2L2,139
8345,NFE2L3,14
8346,NFIA,59
8347,NFIB,66
8348,NFIC,68
8349,NFIL3,73
8350,NFIX,57
8351,NFKB1,57
8352,NFKB2,38
8353,NFKBIA,39
8354,NFKBIB,59
8355,NFKBID,94
8356,NFKBIE,32
8357,NFKBIZ,131
8358,NFRKB,40
8359,NFS1,44
8360,NFU1,77
8361,NFX1,79
8362,NFXL1,52
8363,NFYA,136
8364,NFYB,125
8365,NFYC,143
8366,NGB,145
8367,NGDN,13
8368,NGEF,79
8369,NGF,93
8370,NGFR,56
8371,NGFRAP1,1
8372,NGLY1,105
8373,NGRN,108
8374,NHEG1,130
8375,NHEJ1,104
8376,NHLH1,85
8377,NHLH2,115
8378,NHLRC1,58
8379,NHLRC2,119
8380,NHLRC3,25
8381,NHP2,129
8382,NHS,5
8383,NHSL1,100
8384,NHSL2,21
8385,NICN1,48
8386,NID1,5
8387,NID2,116
8388,NIF3L1,97
8389,NIN,24
8390,NINJ1,144
8391,NINL,141
8392,NIP7,90
8393,NIPAL1,65
8394,NIPAL2,17
8395,NIPAL3,106
8396,NIPAL4,64
8397,NIPBL,72
8398,NIPSNAP1,27
8399,NIPSNAP3A,116
8400,NIPSNAP3B,26
8401,NISCH,137
8402,NIT1,82
8403,NIT2,86
8404,NKAIN1,135
8405,NKAIN2,26
8406,NKAIN3,74
8407,NKAIN4,52
8408,NKAP,1
8409,NKAPL,138
8410,NKD1,5
8411,NKD2,147
8412,NKG7,12
8413,NKIRAS1,115
8414,NKIRAS2,71
8415,NKPD1,123
8416,NKRF,1
8417,NKTR,127
8418,NKX1.2,125
8419,NKX2.3,124
8420,NKX2.4,116
8421,NKX2.6,113
8422,NKX2.8,113
8423,NKX3.1,81
8424,NKX3.2,76
8425,NKX6.1,137
8426,NKX6.3,12
8427,NLE1,34
8428,NLGN1,51
8429,NLGN2,67
8430,NLGN3,11
8431,NLGN4X,1
8432,NLK,8
8433,NLN,48
8434,NLRC3,5
8435,NLRC4,109
8436,NLRC5,23
8437,NLRP1,141
8438,NLRP10,90
8439,NLRP11,112
8440,NLRP13,19
8441,NLRP14,144
8442,NLRP2,38
8443,NLRP3,70
8444,NLRP4,55
8445,NLRP5,24
8446,NLRP7,55
8447,NLRP9,87
8448,NLRX1,103
8449,NMB,123
8450,NMBR,81
8451,NMD3,69
8452,NME1,98
8453,NME1.NME2,89
8454,NME2,14
8455,NME5,98
8456,NME6,143
8457,NME7,79
8458,NMI,74
8459,NMNAT1,103
8460,NMNAT2,47
8461,NMNAT3,50
8462,NMRAL1,1
8463,NMS,37
8464,NMT1,10
8465,NMT2,61
8466,NMU,27
8467,NMUR2,144
8468,NNAT,76
8469,NNMT,123
8470,NNT,61
8471,NOB1,48
8472,NOBOX,11
8473,NOC3L,131
8474,NOD1,50
8475,NOD2,7
8476,NODAL,149
8477,NOG,39
8478,NOL10,113
8479,NOL11,1
8480,NOL12,69
8481,NOL3,49
8482,NOL4,122
8483,NOL6,149
8484,NOL7,136
8485,NOL8,57
8486,NOL9,22
8487,NOLC1,145
8488,NOM1,102
8489,NONO,1
8490,NOP10,71
8491,NOP14,110
8492,NOP16,116
8493,NOP2,75
8494,NOP56,123
8495,NOP58,112
8496,NOS1,94
8497,NOS1AP,87
8498,NOS2,36
8499,NOS3,117
8500,NOSIP,129
8501,NOSTRIN,33
8502,NOTCH1,112
8503,NOTCH2,36
8504,NOTCH3,145
8505,NOTO,146
8506,NOV,25
8507,NOVA1,105
8508,NOVA2,121
8509,NOX1,5
8510,NOX3,136
8511,NOX4,131
8512,NOX5,84
8513,NOXA1,92
8514,NOXO1,39
8515,NPAS1,87
8516,NPAS2,90
8517,NPAS3,28
8518,NPAT,48
8519,NPC1,33
8520,NPC1L1,25
8521,NPC2,106
8522,NPDC1,144
8523,NPEPL1,43
8524,NPEPPS,5
8525,NPFF,28
8526,NPFFR1,73
8527,NPFFR2,114
8528,NPHP3,79
8529,NPHP4,33
8530,NPHS1,55
8531,NPHS2,128
8532,NPL,28
8533,NPLOC4,104
8534,NPM1,116
8535,NPM2,46
8536,NPM3,67
8537,NPNT,127
8538,NPPA,124
8539,NPPB,76
8540,NPR1,111
8541,NPR2,110
8542,NPR3,147
8543,NPRL2,125
8544,NPS,119
8545,NPSR1,9
8546,NPTN,139
8547,NPTX1,82
8548,NPTX2,83
8549,NPTXR,36
8550,NPVF,78
8551,NPW,15
8552,NPY,31
8553,NPY1R,119
8554,NPY2R,88
8555,NPY5R,125
8556,NQO1,82
8557,NQO2,133
8558,NR0B1,2
8559,NR1D1,1
8560,NR1D2,64
8561,NR1H2,132
8562,NR1H3,136
8563,NR1H4,67
8564,NR1I2,91
8565,NR1I3,58
8566,NR2C1,60
8567,NR2C2,134
8568,NR2C2AP,116
8569,NR2E1,5
8570,NR2E3,77
8571,NR2F1,6
8572,NR2F2,110
8573,NR2F6,103
8574,NR3C1,147
8575,NR3C2,117
8576,NR4A1,1
8577,NR4A2,55
8578,NR4A3,92
8579,NR5A1,113
8580,NR5A2,46
8581,NR6A1,122
8582,NRAP,75
8583,NRAS,148
8584,NRBF2,37
8585,NRBP1,66
8586,NRBP2,21
8587,NRCAM,53
8588,NRD1,104
8589,NRF1,66
8590,NRG1,16
8591,NRG2,103
8592,NRG3,73
8593,NRG4,93
8594,NRGN,61
8595,NRIP1,24
8596,NRIP2,31
8597,NRIP3,117
8598,NRK,21
8599,NRL,96
8600,NRM,91
8601,NRN1,69
8602,NRN1L,17
8603,NRP1,138
8604,NRP2,121
8605,NRSN1,102
8606,NRTN,8
8607,NRXN1,43
8608,NRXN2,76
8609,NRXN3,83
8610,NSA2,26
8611,NSD1,96
8612,NSF,34
8613,NSFL1C,68
8614,NSL1,61
8615,NSMAF,103
8616,NSMCE1,61
8617,NSMCE2,26
8618,NSMCE4A,136
8619,NSUN2,14
8620,NSUN3,6
8621,NSUN4,84
8622,NSUN6,80
8623,NSUN7,71
8624,NT5C1A,87
8625,NT5C1B,34
8626,NT5C2,97
8627,NT5DC1,43
8628,NT5DC2,118
8629,NT5DC3,52
8630,NT5E,52
8631,NT5M,147
8632,NTF3,45
8633,NTF4,130
8634,NTHL1,5
8635,NTM,148
8636,NTN1,65
8637,NTN3,1
8638,NTN4,57
8639,NTN5,93
8640,NTNG1,145
8641,NTNG2,124
8642,NTRK1,73
8643,NTRK2,83
8644,NTRK3,93
8645,NTS,54
8646,NTSR1,27
8647,NTSR2,122
8648,NUAK1,117
8649,NUAK2,144
8650,NUB1,81
8651,NUBP1,8
8652,NUBP2,14
8653,NUBPL,7
8654,NUCB2,2
8655,NUCKS1,96
8656,NUDC,118
8657,NUDCD1,104
8658,NUDCD2,8
8659,NUDCD3,64
8660,NUDT10,14
8661,NUDT11,26
8662,NUDT12,85
8663,NUDT13,50
8664,NUDT14,79
8665,NUDT15,147
8666,NUDT16,84
8667,NUDT16L1,21
8668,NUDT19,64
8669,NUDT2,104
8670,NUDT21,64
8671,NUDT22,97
8672,NUDT3,140
8673,NUDT4,70
8674,NUDT5,41
8675,NUDT6,82
8676,NUDT7,12
8677,NUDT9,147
8678,NUF2,127
8679,NUFIP1,22
8680,NUFIP2,5
8681,NUMA1,60
8682,NUMB,129
8683,NUMBL,105
8684,NUP107,108
8685,NUP133,78
8686,NUP153,144
8687,NUP155,147
8688,NUP160,76
8689,NUP188,148
8690,NUP205,71
8691,NUP210,91
8692,NUP210L,148
8693,NUP214,37
8694,NUP35,136
8695,NUP37,84
8696,NUP43,114
8697,NUP50,67
8698,NUP54,21
8699,NUP85,57
8700,NUP88,118
8701,NUP93,24
8702,NUP98,108
8703,NUPL2,80
8704,NUPR1,84
8705,NUS1,79
8706,NUSAP1,125
8707,NUTF2,20
8708,NVL,128
8709,NWD1,125
8710,NXF1,5
8711,NXF2,6
8712,NXF2B,6
8713,NXF3,9
8714,NXF5,1
8715,NXNL1,75
8716,NXNL2,127
8717,NXPH1,93
8718,NXPH2,87
8719,NXPH3,29
8720,NXPH4,14
8721,NXT1,28
8722,NXT2,9
8723,NYNRIN,95
8724,NYX,41
8725,OAF,120
8726,OAS1,140
8727,OAS2,48
8728,OAS3,148
8729,OASL,127
8730,OAT,116
8731,OAZ2,83
8732,OAZ3,16
8733,OBFC1,91
8734,OBSCN,80
8735,OBSL1,145
8736,OC90,53
8737,OCA2,103
8738,OCLM,45
8739,OCRL,2
8740,ODAM,142
8741,ODC1,141
8742,ODF1,108
8743,ODF2,72
8744,ODF2L,54
8745,ODF3L1,78
8746,ODF3L2,143
8747,ODF4,105
8748,OFD1,35
8749,OGDH,23
8750,OGDHL,109
8751,OGFOD1,125
8752,OGFR,27
8753,OGFRL1,53
8754,OGG1,42
8755,OGT,26
8756,OIP5,21
8757,OIT3,42
8758,OLA1,112
8759,OLAH,22
8760,OLFM1,89
8761,OLFM2,93
8762,OLFM3,91
8763,OLFM4,107
8764,OLFML1,141
8765,OLFML2A,107
8766,OLFML2B,97
8767,OLFML3,114
8768,OLIG1,1
8769,OLIG2,41
8770,OLIG3,146
8771,OLR1,60
8772,OMA1,121
8773,OMG,29
8774,OMP,25
8775,ONECUT1,40
8776,ONECUT2,121
8777,OOEP,128
8778,OPA1,145
8779,OPA3,83
8780,OPALIN,137
8781,OPCML,9
8782,OPHN1,20
8783,OPLAH,34
8784,OPN1SW,95
8785,OPN3,82
8786,OPN4,148
8787,OPN5,76
8788,OPRD1,128
8789,OPRK1,118
8790,OPRM1,148
8791,OPTC,61
8792,OPTN,13
8793,OR10A2,141
8794,OR10A4,71
8795,OR10A5,34
8796,OR10A6,104
8797,OR10AD1,34
8798,OR10C1,116
8799,OR10G2,40
8800,OR10G3,68
8801,OR10G4,74
8802,OR10G8,88
8803,OR10G9,58
8804,OR10H1,109
8805,OR10H2,100
8806,OR10H4,138
8807,OR10H5,86
8808,OR10J1,21
8809,OR10J3,21
8810,OR10J5,11
8811,OR10K1,45
8812,OR10P1,4
8813,OR10Q1,74
8814,OR10R2,54
8815,OR10S1,112
8816,OR10T2,129
8817,OR10V1,90
8818,OR10W1,122
8819,OR10Z1,56
8820,OR11A1,49
8821,OR11G2,124
8822,OR11H4,21
8823,OR11H6,56
8824,OR12D2,64
8825,OR12D3,83
8826,OR13A1,45
8827,OR13C3,93
8828,OR13C4,42
8829,OR13C8,54
8830,OR13C9,111
8831,OR13D1,137
8832,OR13F1,76
8833,OR13J1,143
8834,OR14J1,140
8835,OR1A1,21
8836,OR1A2,74
8837,OR1B1,148
8838,OR1E1,57
8839,OR1E2,27
8840,OR1G1,54
8841,OR1I1,67
8842,OR1J1,112
8843,OR1J2,139
8844,OR1J4,24
8845,OR1K1,105
8846,OR1L1,103
8847,OR1L3,100
8848,OR1L4,53
8849,OR1L6,79
8850,OR1L8,108
8851,OR1M1,70
8852,OR1N1,120
8853,OR1N2,111
8854,OR1Q1,119
8855,OR1S2,133
8856,OR2A12,1
8857,OR2A14,1
8858,OR2A2,1
8859,OR2A25,1
8860,OR2A5,1
8861,OR2AE1,26
8862,OR2AG1,134
8863,OR2AG2,98
8864,OR2AT4,4
8865,OR2B11,90
8866,OR2B2,80
8867,OR2B6,127
8868,OR2C1,7
8869,OR2C3,122
8870,OR2D2,148
8871,OR2D3,120
8872,OR2F1,3
8873,OR2F2,2
8874,OR2G2,134
8875,OR2G3,74
8876,OR2H1,138
8877,OR2H2,76
8878,OR2K2,97
8879,OR2W1,147
8880,OR2Z1,79
8881,OR3A1,28
8882,OR3A2,53
8883,OR3A3,82
8884,OR4B1,88
8885,OR4C13,62
8886,OR4C3,87
8887,OR4D2,133
8888,OR4D5,40
8889,OR4D6,43
8890,OR4D9,93
8891,OR4K13,71
8892,OR4K17,63
8893,OR4L1,116
8894,OR4S1,96
8895,OR4X1,141
8896,OR51A2,88
8897,OR51A4,115
8898,OR51A7,57
8899,OR51B2,121
8900,OR51B5,130
8901,OR51B6,69
8902,OR51D1,141
8903,OR51E1,146
8904,OR51E2,143
8905,OR51F1,119
8906,OR51F2,148
8907,OR51G2,62
8908,OR51I1,138
8909,OR51L1,91
8910,OR51M1,105
8911,OR51Q1,101
8912,OR51S1,131
8913,OR51T1,104
8914,OR51V1,139
8915,OR52A1,100
8916,OR52A5,146
8917,OR52B2,132
8918,OR52B6,106
8919,OR52D1,99
8920,OR52E2,142
8921,OR52E6,140
8922,OR52H1,142
8923,OR52I1,135
8924,OR52I2,65
8925,OR52J3,147
8926,OR52K1,130
8927,OR52K2,11
8928,OR52L1,130
8929,OR52M1,114
8930,OR52N2,140
8931,OR52N4,140
8932,OR52R1,86
8933,OR52W1,106
8934,OR56A3,126
8935,OR56B1,129
8936,OR5A2,33
8937,OR5AC2,102
8938,OR5AK2,87
8939,OR5AN1,78
8940,OR5AP2,89
8941,OR5AR1,25
8942,OR5AU1,28
8943,OR5B17,127
8944,OR5B2,84
8945,OR5B3,74
8946,OR5C1,138
8947,OR5H1,104
8948,OR5H14,61
8949,OR5H15,48
8950,OR5H2,35
8951,OR5H6,96
8952,OR5K1,142
8953,OR5K2,91
8954,OR5K4,136
8955,OR5M1,112
8956,OR5M11,39
8957,OR5M3,54
8958,OR5M9,53
8959,OR5P3,106
8960,OR5R1,29
8961,OR5V1,73
8962,OR6A2,123
8963,OR6B1,4
8964,OR6B2,50
8965,OR6B3,96
8966,OR6C3,1
8967,OR6C4,1
8968,OR6C6,1
8969,OR6C65,1
8970,OR6C70,2
8971,OR6C74,1
8972,OR6C75,1
8973,OR6C76,1
8974,OR6K3,88
8975,OR6K6,117
8976,OR6M1,106
8977,OR6N1,97
8978,OR6N2,93
8979,OR6Q1,54
8980,OR6S1,18
8981,OR6T1,90
8982,OR6V1,83
8983,OR6X1,124
8984,OR7A10,76
8985,OR7A17,147
8986,OR7A5,143
8987,OR7C1,44
8988,OR7C2,52
8989,OR7D2,127
8990,OR7G1,120
8991,OR7G2,62
8992,OR7G3,38
8993,OR8A1,86
8994,OR8B12,65
8995,OR8B2,76
8996,OR8B3,115
8997,OR8B4,100
8998,OR8B8,132
8999,OR8D1,104
9000,OR8D2,74
9001,OR8D4,69
9002,OR8G5,148
9003,OR8J1,95
9004,OR8K1,61
9005,OR8K3,58
9006,OR8S1,1
9007,OR8U1,49
9008,OR9A2,27
9009,OR9A4,96
9010,OR9G4,52
9011,OR9I1,123
9012,OR9K2,1
9013,OR9Q1,140
9014,ORAI1,79
9015,ORAI2,138
9016,ORAI3,23
9017,ORAOV1,78
9018,ORM1,136
9019,ORM2,72
9020,ORMDL1,139
9021,ORMDL2,6
9022,ORMDL3,1
9023,OS9,95
9024,OSBP,103
9025,OSBP2,60
9026,OSBPL10,130
9027,OSBPL11,114
9028,OSBPL1A,41
9029,OSBPL2,79
9030,OSBPL3,24
9031,OSBPL5,131
9032,OSBPL6,23
9033,OSBPL7,27
9034,OSBPL8,7
9035,OSBPL9,63
9036,OSCAR,47
9037,OSCP1,54
9038,OSGEP,13
9039,OSGEPL1,103
9040,OSGIN1,36
9041,OSGIN2,25
9042,OSM,23
9043,OSMR,93
