,feature,Ranking
3378,DENND3,38
3379,DENND4A,87
3380,DENND4B,33
3381,DENND4C,76
3382,DENND5A,147
3383,DENND5B,8
3384,DENR,100
3385,DEPDC1,91
3386,DEPDC1B,36
3387,DEPDC4,52
3388,DEPDC5,50
3389,DEPDC7,105
3390,DERA,75
3391,DERL1,15
3392,DERL2,148
3393,DERL3,72
3394,DES,139
3395,DET1,95
3396,DEXI,10
3397,DFFA,138
3398,DFFB,1
3399,DFNA5,66
3400,DFNB31,61
3401,DFNB59,116
3402,DGAT2,5
3403,DGAT2L6,16
3404,DGKA,18
3405,DGKB,94
3406,DGKD,50
3407,DGKE,111
3408,DGKG,51
3409,DGKH,68
3410,DGKI,35
3411,DGKK,4
3412,DGKZ,126
3413,DGUOK,99
3414,DHCR24,6
3415,DHCR7,119
3416,DHDDS,34
3417,DHDH,87
3418,DHFR,45
3419,DHFRL1,15
3420,DHH,1
3421,DHODH,118
3422,DHPS,106
3423,DHRS1,36
3424,DHRS11,44
3425,DHRS12,129
3426,DHRS2,55
3427,DHRS3,36
3428,DHRS4,9
3429,DHRS7,132
3430,DHRS7B,87
3431,DHRS7C,95
3432,DHRS9,22
3433,DHTKD1,33
3434,DHX15,92
3435,DHX16,116
3436,DHX29,61
3437,DHX30,138
3438,DHX32,124
3439,DHX33,93
3440,DHX34,128
3441,DHX35,55
3442,DHX36,30
3443,DHX37,83
3444,DHX38,117
3445,DHX40,12
3446,DHX57,43
3447,DHX58,25
3448,DHX8,15
3449,DHX9,84
3450,DIABLO,143
3451,DIAPH1,93
3452,DIAPH2,9
3453,DIAPH3,54
3454,DICER1,117
3455,DIDO1,23
3456,DIO1,90
3457,DIO2,147
3458,DIO3,145
3459,DIO3OS,32
3460,DIP2B,44
3461,DIP2C,49
3462,DIRAS1,25
3463,DIRAS2,132
3464,DIRAS3,38
3465,DIRC1,113
3466,DIRC2,140
3467,DIRC3,131
3468,DIS3,55
3469,DIS3L,134
3470,DIS3L2,31
3471,DISC1,141
3472,DISP1,77
3473,DISP2,94
3474,DIXDC1,77
3475,DKFZP434H168,11
3476,DKFZp434J0226,141
3477,DKFZP434K028,94
3478,DKK1,76
3479,DKK2,110
3480,DKK3,93
3481,DKK4,50
3482,DKKL1,115
3483,DLAT,124
3484,DLC1,30
3485,DLD,16
3486,DLEC1,111
3487,DLEU2L,26
3488,DLG1,66
3489,DLG2,12
3490,DLG3,10
3491,DLG4,80
3492,DLG5,29
3493,DLGAP1,48
3494,DLGAP2,98
3495,DLGAP3,101
3496,DLGAP4,78
3497,DLGAP5,8
3498,DLK1,66
3499,DLK2,91
3500,DLL1,88
3501,DLL3,135
3502,DLL4,7
3503,DLST,115
3504,DLX1,111
3505,DLX2,145
3506,DLX3,28
3507,DLX4,43
3508,DLX5,29
3509,DLX6,48
3510,DMAP1,41
3511,DMBT1,109
3512,DMBX1,149
3513,DMC1,60
3514,DMD,11
3515,DMGDH,35
3516,DMKN,86
3517,DMP1,63
3518,DMPK,124
3519,DMRT1,80
3520,DMRTA1,124
3521,DMRTB1,22
3522,DMRTC1,11
3523,DMRTC1B,4
3524,DMRTC2,114
3525,DMTF1,86
3526,DMWD,125
3527,DMXL1,7
3528,DMXL2,73
3529,DNA2,96
3530,DNAH1,115
3531,DNAH10,131
3532,DNAH11,7
3533,DNAH12,96
3534,DNAH14,5
3535,DNAH17,110
3536,DNAH2,108
3537,DNAH3,91
3538,DNAH5,119
3539,DNAH6,81
3540,DNAH7,55
3541,DNAH8,111
3542,DNAH9,136
3543,DNAI1,54
3544,DNAJA1,49
3545,DNAJA2,1
3546,DNAJA3,8
3547,DNAJA4,110
3548,DNAJB1,80
3549,DNAJB11,95
3550,DNAJB12,88
3551,DNAJB13,50
3552,DNAJB14,146
3553,DNAJB2,149
3554,DNAJB4,26
3555,DNAJB5,92
3556,DNAJB6,55
3557,DNAJB7,138
3558,DNAJB8,111
3559,DNAJB9,82
3560,DNAJC1,52
3561,DNAJC10,148
3562,DNAJC11,69
3563,DNAJC12,139
3564,DNAJC13,117
3565,DNAJC14,3
3566,DNAJC16,40
3567,DNAJC17,99
3568,DNAJC18,145
3569,DNAJC19,85
3570,DNAJC2,103
3571,DNAJC21,112
3572,DNAJC22,1
3573,DNAJC24,55
3574,DNAJC25,112
3575,DNAJC25.GNG10,29
3576,DNAJC27,114
3577,DNAJC3,58
3578,DNAJC30,21
3579,DNAJC5B,74
3580,DNAJC5G,94
3581,DNAJC6,55
3582,DNAJC7,39
3583,DNAJC8,43
3584,DNAJC9,115
3585,DNAL1,76
3586,DNAL4,4
3587,DNALI1,134
3588,DNASE1,1
3589,DNASE1L1,14
3590,DNASE1L3,109
3591,DNASE2,126
3592,DNASE2B,77
3593,DND1,148
3594,DNER,98
3595,DNHD1,141
3596,DNLZ,22
3597,DNM1,102
3598,DNM1L,141
3599,DNM1P35,149
3600,DNM2,144
3601,DNM3,139
3602,DNMBP,63
3603,DNMT1,124
3604,DNMT3A,100
3605,DNMT3B,106
3606,DNMT3L,88
3607,DNPEP,146
3608,DNTT,87
3609,DNTTIP1,119
3610,DNTTIP2,82
3611,DOCK1,127
3612,DOCK10,78
3613,DOCK11,7
3614,DOCK2,70
3615,DOCK3,110
3616,DOCK4,113
3617,DOCK5,105
3618,DOCK6,132
3619,DOCK7,1
3620,DOCK9,16
3621,DOHH,54
3622,DOK1,37
3623,DOK2,15
3624,DOK3,122
3625,DOK4,36
3626,DOK5,36
3627,DOK6,116
3628,DOLK,81
3629,DOLPP1,111
3630,DONSON,81
3631,DOPEY1,77
3632,DOPEY2,15
3633,DOT1L,114
3634,DPAGT1,27
3635,DPCD,142
3636,DPCR1,133
3637,DPEP2,16
3638,DPEP3,24
3639,DPF1,40
3640,DPF3,139
3641,DPH1,44
3642,DPH2,38
3643,DPH3,33
3644,DPH5,36
3645,DPM1,1
3646,DPM2,119
3647,DPP10,121
3648,DPP3,10
3649,DPP4,118
3650,DPP6,23
3651,DPP7,93
3652,DPP8,137
3653,DPP9,58
3654,DPPA2,78
3655,DPPA3,107
3656,DPPA4,74
3657,DPT,142
3658,DPY19L1,33
3659,DPY19L3,67
3660,DPY19L4,66
3661,DPY30,6
3662,DPYD,92
3663,DPYS,7
3664,DPYSL2,74
3665,DPYSL3,11
3666,DPYSL4,116
3667,DPYSL5,28
3668,DQX1,57
3669,DR1,39
3670,DRAM1,113
3671,DRAM2,124
3672,DRD1,79
3673,DRD2,138
3674,DRD3,51
3675,DRD5,126
3676,DRG1,147
3677,DRG2,16
3678,DRGX,46
3679,DRP2,13
3680,DSC1,19
3681,DSC2,19
3682,DSC3,32
3683,DSCAM,16
3684,DSCAML1,119
3685,DSCC1,31
3686,DSCR10,35
3687,DSCR3,111
3688,DSCR4,13
3689,DSCR8,19
3690,DSCR9,51
3691,DSE,147
3692,DSEL,76
3693,DSG1,43
3694,DSG2,67
3695,DSG3,17
3696,DSG4,50
3697,DSN1,83
3698,DSP,94
3699,DSPP,80
3700,DST,117
3701,DSTN,139
3702,DSTYK,55
3703,DTD1,86
3704,DTHD1,16
3705,DTL,94
3706,DTNA,49
3707,DTNB,17
3708,DTNBP1,76
3709,DTWD1,2
3710,DTWD2,1
3711,DTX1,79
3712,DTX3,147
3713,DTX3L,32
3714,DTX4,38
3715,DUOX1,30
3716,DUOX2,50
3717,DUOXA1,117
3718,DUOXA2,58
3719,DUPD1,92
3720,DUS1L,68
3721,DUS3L,3
3722,DUS4L,47
3723,DUSP1,88
3724,DUSP10,71
3725,DUSP11,47
3726,DUSP12,135
3727,DUSP13,121
3728,DUSP14,27
3729,DUSP15,100
3730,DUSP16,142
3731,DUSP18,140
3732,DUSP19,5
3733,DUSP2,72
3734,DUSP21,38
3735,DUSP23,20
3736,DUSP26,18
3737,DUSP27,125
3738,DUSP28,65
3739,DUSP3,12
3740,DUSP4,21
3741,DUSP5,144
3742,DUSP6,17
3743,DUSP7,119
3744,DUSP8,123
3745,DUT,2
3746,DUXA,124
3747,DVL2,142
3748,DYDC1,83
3749,DYDC2,73
3750,DYM,144
3751,DYNC1H1,66
3752,DYNC1I1,50
3753,DYNC1I2,105
3754,DYNC1LI1,105
3755,DYNC1LI2,126
3756,DYNC2H1,63
3757,DYNC2LI1,1
3758,DYNLL1,30
3759,DYNLL2,26
3760,DYNLRB1,76
3761,DYNLRB2,5
3762,DYNLT1,118
3763,DYNLT3,32
3764,DYRK1A,55
3765,DYRK1B,110
3766,DYRK2,14
3767,DYRK3,71
3768,DYRK4,138
3769,DYSF,140
3770,DYTN,142
3771,DYX1C1,38
3772,DZIP1,115
3773,DZIP3,35
3774,E2F1,78
3775,E2F2,17
3776,E2F3,95
3777,E2F4,69
3778,E2F5,9
3779,E2F6,134
3780,E2F7,18
3781,E2F8,97
3782,EAF1,74
3783,EAF2,78
3784,EAPP,17
3785,EARS2,45
3786,EBAG9,13
3787,EBF1,25
3788,EBF2,36
3789,EBF3,83
3790,EBF4,93
3791,EBI3,128
3792,EBNA1BP2,59
3793,EBP,14
3794,EBPL,43
3795,ECD,93
3796,ECE1,134
3797,ECE2,107
3798,ECEL1,128
3799,ECH1,87
3800,ECHDC1,82
3801,ECHDC2,145
3802,ECHDC3,7
3803,ECHS1,116
3804,ECM1,62
3805,ECSCR,124
3806,ECSIT,88
3807,ECT2,30
3808,ECT2L,114
3809,EDA,10
3810,EDAR,140
3811,EDARADD,9
3812,EDC3,133
3813,EDC4,73
3814,EDDM3A,53
3815,EDDM3B,32
3816,EDEM1,144
3817,EDEM2,29
3818,EDEM3,110
3819,EDIL3,4
3820,EDN1,46
3821,EDN2,18
3822,EDN3,29
3823,EDNRA,112
3824,EDNRB,54
3825,EEA1,45
3826,EED,16
3827,EEF1A1,59
3828,EEF1A2,27
3829,EEF1B2,99
3830,EEF1D,23
3831,EEF1E1,21
3832,EEF1G,101
3833,EEF2,102
3834,EEFSEC,85
3835,EEPD1,32
3836,EFCAB1,1
3837,EFCAB10,104
3838,EFCAB2,17
3839,EFCAB3,26
3840,EFCAB5,2
3841,EFCAB6,37
3842,EFCAB7,35
3843,EFEMP1,75
3844,EFHB,84
3845,EFHC1,132
3846,EFHC2,27
3847,EFHD1,23
3848,EFHD2,81
3849,EFNA1,113
3850,EFNA5,1
3851,EFNB1,37
3852,EFNB2,24
3853,EFNB3,49
3854,EFR3A,14
3855,EFR3B,32
3856,EFS,59
3857,EFTUD1,48
3858,EFTUD2,5
3859,EGF,73
3860,EGFL6,22
3861,EGFL7,91
3862,EGFLAM,128
3863,EGFR,77
3864,EGLN1,30
3865,EGLN2,94
3866,EGLN3,133
3867,EGOT,130
3868,EGR2,132
3869,EHBP1,82
3870,EHD2,110
3871,EHD3,92
3872,EHD4,77
3873,EHHADH,99
3874,EHMT1,30
3875,EI24,116
3876,EID2,130
3877,EID3,70
3878,EIF1AD,57
3879,EIF1AX,1
3880,EIF1B,111
3881,EIF2A,134
3882,EIF2AK1,68
3883,EIF2AK2,104
3884,EIF2AK3,130
3885,EIF2AK4,40
3886,EIF2B1,17
3887,EIF2B2,128
3888,EIF2B3,68
3889,EIF2B4,35
3890,EIF2B5,114
3891,EIF2S1,138
3892,EIF2S2,131
3893,EIF2S3,3
3894,EIF3A,109
3895,EIF3D,61
3896,EIF3E,1
3897,EIF3F,144
3898,EIF3G,46
3899,EIF3H,33
3900,EIF3I,134
3901,EIF3J,55
3902,EIF3K,64
3903,EIF3L,85
3904,EIF3M,53
3905,EIF4A1,119
3906,EIF4A2,36
3907,EIF4A3,39
3908,EIF4B,3
3909,EIF4E,142
3910,EIF4E2,76
3911,EIF4E3,95
3912,EIF4EBP1,117
3913,EIF4EBP2,42
3914,EIF4ENIF1,131
3915,EIF4G1,128
3916,EIF4G2,60
3917,EIF4G3,99
3918,EIF4H,117
3919,EIF5,105
3920,EIF5A,22
3921,EIF5A2,118
3922,EIF5B,63
3923,EIF6,4
3924,ELAC1,24
3925,ELAC2,121
3926,ELAVL1,46
3927,ELAVL2,78
3928,ELAVL3,92
3929,ELAVL4,108
3930,ELF1,104
3931,ELF2,114
3932,ELF4,1
3933,ELF5,107
3934,ELFN1,42
3935,ELFN2,79
3936,ELK1,62
3937,ELK3,109
3938,ELK4,62
3939,ELL,139
3940,ELL2,4
3941,ELL3,14
3942,ELMO1,1
3943,ELMO2,29
3944,ELMO3,45
3945,ELMOD1,40
3946,ELMOD2,43
3947,ELMOD3,147
3948,ELN,30
3949,ELOF1,142
3950,ELOVL1,70
3951,ELOVL2,125
3952,ELOVL3,132
3953,ELOVL4,100
3954,ELOVL5,67
3955,ELOVL6,102
3956,ELOVL7,33
3957,ELP2,122
3958,ELP3,27
3959,ELP4,43
3960,ELSPBP1,119
3961,EMCN,144
3962,EMD,9
3963,EME1,93
3964,EMG1,88
3965,EMID1,90
3966,EMILIN1,126
3967,EMILIN2,110
3968,EMILIN3,57
3969,EML1,60
3970,EML2,143
3971,EML3,59
3972,EML4,143
3973,EML5,69
3974,EML6,120
3975,EMP1,145
3976,EMP2,16
3977,EMP3,112
3978,EMX1,141
3979,EMX2,125
3980,EMX2OS,125
3981,EN1,126
3982,EN2,46
3983,ENAH,39
3984,ENAM,146
3985,ENC1,122
3986,ENDOD1,59
3987,ENDOG,112
3988,ENDOU,32
3989,ENG,16
3990,ENGASE,63
3991,ENHO,67
3992,ENKUR,137
3993,ENO1,110
3994,ENO2,125
3995,ENO3,50
3996,ENOPH1,50
3997,ENOX1,50
3998,ENOX2,1
3999,ENPEP,83
4000,ENPP1,52
4001,ENPP2,93
4002,ENPP3,53
4003,ENPP4,42
4004,ENPP5,29
4005,ENPP6,19
4006,ENPP7,56
4007,ENSA,97
4008,ENTHD1,19
4009,ENTPD1,96
4010,ENTPD3,126
4011,ENTPD4,41
4012,ENTPD5,91
4013,ENTPD6,105
4014,ENTPD7,100
4015,ENTPD8,13
4016,ENY2,4
4017,EOMES,76
4018,EP300,13
4019,EP400,71
4020,EP400NL,131
4021,EPAS1,131
4022,EPB41,20
4023,EPB41L1,43
4024,EPB41L2,44
4025,EPB41L3,45
4026,EPB41L4A,16
4027,EPB41L4B,76
4028,EPB41L5,118
4029,EPB42,14
4030,EPC1,59
4031,EPC2,47
4032,EPCAM,73
4033,EPDR1,7
4034,EPGN,78
4035,EPHA1,73
4036,EPHA10,57
4037,EPHA2,70
4038,EPHA3,1
4039,EPHA4,130
4040,EPHA5,91
4041,EPHA6,69
4042,EPHA7,59
4043,EPHA8,62
4044,EPHB1,130
4045,EPHB2,25
4046,EPHB3,102
4047,EPHB4,59
4048,EPHB6,83
4049,EPHX1,77
4050,EPHX2,5
4051,EPHX3,102
4052,EPHX4,118
4053,EPM2A,105
4054,EPM2AIP1,82
4055,EPN1,102
4056,EPN2,5
4057,EPN3,31
4058,EPO,11
4059,EPOR,140
4060,EPPK1,45
4061,EPRS,20
4062,EPS15,105
4063,EPS15L1,108
4064,EPS8,118
4065,EPS8L1,44
4066,EPS8L2,146
4067,EPS8L3,106
4068,EPT1,54
4069,EPX,25
4070,EPYC,11
4071,ERAL1,60
4072,ERAP1,109
4073,ERAP2,7
4074,ERBB2,1
4075,ERBB2IP,40
4076,ERBB3,22
4077,ERBB4,146
4078,ERC1,4
4079,ERC2,149
4080,ERCC1,136
4081,ERCC3,136
4082,ERCC4,3
4083,ERCC5,65
4084,ERCC6,95
4085,ERCC6L,36
4086,ERCC8,43
4087,EREG,122
4088,ERF,147
4089,ERG,77
4090,ERGIC1,93
4091,ERGIC2,63
4092,ERGIC3,9
4093,ERH,102
4094,ERI1,23
4095,ERI2,88
4096,ERI3,102
4097,ERICH1,41
4098,ERLEC1,64
4099,ERLIN1,88
4100,ERLIN2,88
4101,ERMAP,94
4102,ERMN,119
4103,ERMP1,97
4104,ERN1,26
4105,ERN2,30
4106,ERP27,102
4107,ERP29,120
4108,ERP44,95
4109,ERRFI1,33
4110,ESAM,85
4111,ESCO1,66
4112,ESCO2,85
4113,ESD,43
4114,ESF1,17
4115,ESM1,19
4116,ESPL1,97
4117,ESPN,60
4118,ESPNL,42
4119,ESR1,56
4120,ESR2,143
4121,ESRP1,42
4122,ESRP2,74
4123,ESRRA,71
4124,ESRRB,149
4125,ESRRG,62
4126,ESX1,1
4127,ESYT1,3
4128,ESYT3,113
4129,ETAA1,87
4130,ETF1,98
4131,ETFA,94
4132,ETFB,125
4133,ETFDH,119
4134,ETHE1,127
4135,ETNK1,41
4136,ETNK2,46
4137,ETS1,12
4138,ETS2,41
4139,ETV1,80
4140,ETV2,102
4141,ETV3,51
4142,ETV3L,133
4143,ETV4,27
4144,ETV5,117
4145,ETV6,54
4146,ETV7,97
4147,EVC,127
4148,EVC2,58
4149,EVI2A,52
4150,EVI2B,34
4151,EVI5,137
4152,EVI5L,91
4153,EVL,139
4154,EVPL,94
4155,EVPLL,25
4156,EVX1,43
4157,EVX2,139
4158,EWSR1,37
4159,EXD1,64
4160,EXD2,82
4161,EXD3,116
4162,EXO1,13
4163,EXOC1,127
4164,EXOC3L2,120
4165,EXOC4,126
4166,EXOC5,124
4167,EXOC6,127
4168,EXOC6B,142
4169,EXOC7,53
4170,EXOC8,147
4171,EXOG,143
4172,EXOSC1,147
4173,EXOSC10,28
4174,EXOSC2,84
4175,EXOSC3,114
4176,EXOSC5,30
4177,EXOSC6,61
4178,EXOSC7,118
4179,EXOSC8,85
4180,EXOSC9,100
4181,EXPH5,60
4182,EXT1,24
4183,EXT2,99
4184,EXTL1,47
4185,EXTL2,48
4186,EXTL3,5
4187,EYA1,71
4188,EYA2,48
4189,EYA3,113
4190,EYA4,14
4191,EYS,12
4192,EZH1,6
4193,EZH2,122
4194,EZR,149
4195,F10,16
4196,F11,64
4197,F11R,68
4198,F12,143
4199,F13A1,66
4200,F13B,19
4201,F2,124
4202,F2R,20
4203,F2RL1,81
4204,F2RL2,32
4205,F2RL3,149
4206,F3,23
4207,F5,38
4208,F7,68
4209,F9,11
4210,FA2H,55
4211,FAAH,37
4212,FAAH2,1
4213,FABP1,93
4214,FABP12,35
4215,FABP2,129
4216,FABP3,124
4217,FABP4,55
4218,FABP5,15
4219,FABP6,1
4220,FABP7,129
4221,FABP9,57
4222,FADD,17
4223,FADS1,48
4224,FADS2,77
4225,FADS3,18
4226,FADS6,36
4227,FAF1,89
4228,FAF2,120
4229,FAH,54
4230,FAHD1,1
4231,FAHD2A,65
4232,FAIM,107
4233,FAIM2,1
4234,FAM101A,132
4235,FAM102A,89
4236,FAM102B,132
4237,FAM104A,61
4238,FAM104B,17
4239,FAM105A,65
4240,FAM107A,66
4241,FAM107B,91
4242,FAM109A,41
4243,FAM109B,46
4244,FAM110A,64
4245,FAM110B,35
4246,FAM111A,51
4247,FAM111B,113
4248,FAM114A1,121
4249,FAM114A2,64
4250,FAM117A,58
4251,FAM117B,38
4252,FAM118A,138
4253,FAM118B,86
4254,FAM120A,46
4255,FAM120AOS,123
4256,FAM120B,87
4257,FAM120C,7
4258,FAM122A,141
4259,FAM122B,12
4260,FAM122C,19
4261,FAM124A,59
4262,FAM124B,95
4263,FAM126A,104
4264,FAM126B,112
4265,FAM127A,12
4266,FAM127B,24
4267,FAM127C,15
4268,FAM129A,47
4269,FAM129B,117
4270,FAM129C,84
4271,FAM131A,92
4272,FAM131B,51
4273,FAM131C,46
4274,FAM133A,18
4275,FAM133B,91
4276,FAM134A,99
4277,FAM134B,81
4278,FAM134C,16
4279,FAM135A,30
4280,FAM135B,22
4281,FAM136A,149
4282,FAM13A,24
4283,FAM13B,133
4284,FAM13C,124
4285,FAM149A,90
4286,FAM149B1,64
4287,FAM150A,11
4288,FAM151A,1
4289,FAM151B,19
4290,FAM153C,143
4291,FAM155A,16
4292,FAM155B,22
4293,FAM156A,19
4294,FAM159A,9
4295,FAM160A1,149
4296,FAM160A2,119
4297,FAM160B1,114
4298,FAM160B2,122
4299,FAM161A,42
4300,FAM161B,130
4301,FAM162A,48
4302,FAM162B,146
4303,FAM163A,95
4304,FAM163B,149
4305,FAM166A,69
4306,FAM166B,63
4307,FAM167A,31
4308,FAM167B,86
4309,FAM168A,6
4310,FAM168B,101
4311,FAM169A,106
4312,FAM169B,147
4313,FAM170A,1
4314,FAM170B,27
4315,FAM171A1,23
4316,FAM171A2,36
4317,FAM171B,107
4318,FAM172A,11
4319,FAM173B,78
4320,FAM174A,16
4321,FAM174B,114
4322,FAM175A,56
4323,FAM175B,62
4324,FAM177A1,7
4325,FAM177B,16
4326,FAM178B,132
4327,FAM179A,122
4328,FAM179B,24
4329,FAM180A,108
4330,FAM181A,70
4331,FAM182B,36
4332,FAM183A,116
4333,FAM184A,147
4334,FAM184B,108
4335,FAM185A,10
4336,FAM186A,68
4337,FAM186B,22
4338,FAM187B,118
4339,FAM188A,32
4340,FAM188B,37
4341,FAM189A2,92
4342,FAM189B,77
4343,FAM192A,58
4344,FAM193A,60
4345,FAM193B,132
4346,FAM195B,83
4347,FAM196A,70
4348,FAM196B,43
4349,FAM198A,122
4350,FAM198B,8
4351,FAM199X,1
4352,FAM19A1,112
4353,FAM19A2,21
4354,FAM19A3,107
4355,FAM19A4,123
4356,FAM19A5,60
4357,FAM200A,40
4358,FAM200B,88
4359,FAM20A,3
4360,FAM20B,56
4361,FAM24B,129
4362,FAM26D,25
4363,FAM26E,77
4364,FAM32A,63
4365,FAM35A,87
4366,FAM3A,27
4367,FAM3B,19
4368,FAM3C,79
4369,FAM3D,126
4370,FAM43A,86
4371,FAM43B,44
4372,FAM45A,127
4373,FAM46A,71
4374,FAM46B,99
4375,FAM46C,115
4376,FAM46D,3
4377,FAM47B,2
4378,FAM47C,7
4379,FAM47E,48
4380,FAM49A,44
4381,FAM49B,32
4382,FAM50A,4
4383,FAM50B,119
4384,FAM53A,129
4385,FAM53B,109
4386,FAM53C,105
4387,FAM58A,22
4388,FAM60A,56
4389,FAM63A,70
4390,FAM63B,133
4391,FAM64A,116
4392,FAM65A,104
4393,FAM65B,15
4394,FAM65C,3
4395,FAM69A,72
4396,FAM69B,82
4397,FAM69C,123
4398,FAM71A,146
4399,FAM71B,34
4400,FAM71D,133
4401,FAM71E1,101
4402,FAM71E2,142
4403,FAM73A,12
4404,FAM73B,93
4405,FAM76A,11
4406,FAM76B,50
4407,FAM78A,120
4408,FAM78B,47
4409,FAM81A,122
4410,FAM81B,56
4411,FAM83A,52
4412,FAM83B,136
4413,FAM83C,28
4414,FAM83D,87
4415,FAM83E,108
4416,FAM83F,66
4417,FAM84A,75
4418,FAM84B,11
4419,FAM89A,31
4420,FAM8A1,147
4421,FAM91A1,63
4422,FAM92A1,61
4423,FAM92B,15
4424,FAM96A,113
4425,FAM96B,41
4426,FAM98A,123
4427,FAM98B,29
4428,FAM98C,7
4429,FAM9A,23
4430,FAM9B,15
4431,FAM9C,13
4432,FANCB,32
4433,FANCC,133
4434,FANCD2,33
4435,FANCE,119
4436,FANCF,137
4437,FANCI,136
4438,FANCL,98
4439,FANCM,24
4440,FANK1,11
4441,FAP,58
4442,FAR1,55
4443,FAR2,57
4444,FARP1,75
4445,FARP2,127
4446,FARS2,130
4447,FARSA,128
4448,FARSB,119
4449,FAS,36
4450,FASLG,127
4451,FASTK,90
4452,FASTKD1,137
4453,FASTKD2,73
4454,FASTKD3,57
4455,FASTKD5,128
4456,FAT1,132
4457,FAT2,106
4458,FAT3,65
4459,FAT4,15
4460,FATE1,1
4461,FBF1,148
4462,FBL,14
4463,FBLIM1,123
4464,FBLL1,82
4465,FBLN1,78
4466,FBLN2,114
4467,FBLN5,139
4468,FBLN7,147
4469,FBN1,44
4470,FBN2,37
4471,FBN3,134
4472,FBP1,122
4473,FBP2,99
4474,FBRS,97
4475,FBRSL1,90
4476,FBXL12,18
4477,FBXL13,39
4478,FBXL15,129
4479,FBXL16,10
4480,FBXL17,29
4481,FBXL18,87
4482,FBXL19,73
4483,FBXL2,132
4484,FBXL20,1
4485,FBXL22,145
4486,FBXL3,35
4487,FBXL4,132
4488,FBXL5,115
4489,FBXL8,110
4490,FBXO10,59
4491,FBXO11,30
4492,FBXO15,42
4493,FBXO16,9
4494,FBXO17,14
4495,FBXO18,22
4496,FBXO2,26
4497,FBXO21,95
4498,FBXO22,75
4499,FBXO24,58
4500,FBXO27,60
4501,FBXO28,46
4502,FBXO3,42
4503,FBXO30,118
4504,FBXO31,22
4505,FBXO32,54
4506,FBXO33,1
4507,FBXO34,17
4508,FBXO38,21
4509,FBXO39,45
4510,FBXO4,104
4511,FBXO40,140
4512,FBXO41,141
4513,FBXO42,57
4514,FBXO43,45
4515,FBXO44,51
4516,FBXO45,67
4517,FBXO46,75
4518,FBXO47,2
4519,FBXO5,115
4520,FBXO6,145
4521,FBXO7,18
4522,FBXO8,43
4523,FBXO9,115
4524,FBXW10,48
4525,FBXW11,80
4526,FBXW12,122
4527,FBXW2,141
4528,FBXW4,149
4529,FBXW7,126
4530,FBXW8,105
4531,FBXW9,90
4532,FCAMR,16
4533,FCAR,134
4534,FCER1A,27
4535,FCER1G,45
4536,FCER2,95
4537,FCF1,129
4538,FCGBP,58
4539,FCGRT,67
4540,FCHO1,115
4541,FCHO2,57
4542,FCHSD1,113
4543,FCHSD2,12
4544,FCN1,21
4545,FCN2,37
4546,FCN3,75
4547,FCRL1,68
4548,FCRL2,51
4549,FCRL3,63
4550,FCRL4,97
4551,FCRL5,129
4552,FCRL6,28
4553,FCRLA,71
4554,FCRLB,95
4555,FDFT1,66
4556,FDPS,41
4557,FDX1,79
4558,FDX1L,129
4559,FDXACB1,36
4560,FDXR,64
4561,FECH,149
4562,FEM1B,40
4563,FEM1C,30
4564,FEN1,29
4565,FER,22
4566,FER1L5,34
4567,FER1L6,108
4568,FERMT1,54
4569,FERMT2,6
4570,FERMT3,65
4571,FES,121
4572,FETUB,95
4573,FEV,79
4574,FEZ1,32
4575,FEZ2,75
4576,FEZF1,23
4577,FEZF2,84
4578,FFAR1,17
4579,FFAR2,13
4580,FGA,115
4581,FGB,65
4582,FGD1,29
4583,FGD2,147
4584,FGD3,100
4585,FGD4,47
4586,FGD5,69
4587,FGD6,49
4588,FGF1,122
4589,FGF10,26
4590,FGF11,10
4591,FGF12,33
4592,FGF13,14
4593,FGF14,26
4594,FGF16,9
4595,FGF17,119
4596,FGF18,63
4597,FGF19,54
4598,FGF2,102
4599,FGF20,89
4600,FGF21,144
4601,FGF23,114
4602,FGF3,120
4603,FGF4,106
4604,FGF5,108
4605,FGF6,92
4606,FGF7,9
4607,FGF8,97
4608,FGF9,79
4609,FGFBP1,33
4610,FGFBP2,111
4611,FGFBP3,10
4612,FGFR1,8
4613,FGFR1OP,108
4614,FGFR1OP2,96
4615,FGFR2,65
4616,FGFR3,95
4617,FGFR4,67
4618,FGG,73
4619,FGGY,17
4620,FGL1,60
4621,FGL2,103
4622,FGR,41
4623,FH,81
4624,FHAD1,110
4625,FHDC1,34
4626,FHIT,143
4627,FHL1,40
4628,FHL2,82
4629,FHL3,106
4630,FHL5,146
4631,FHOD1,61
4632,FHOD3,126
4633,FIBCD1,85
4634,FIBIN,143
4635,FICD,68
4636,FIG4,73
4637,FIGLA,129
4638,FIGN,111
4639,FIGNL1,16
4640,FILIP1,144
4641,FILIP1L,76
4642,FIP1L1,86
4643,FIS1,56
4644,FITM1,127
4645,FITM2,88
4646,FIZ1,12
4647,FJX1,98
4648,FKBP10,34
4649,FKBP11,4
4650,FKBP14,91
4651,FKBP15,79
4652,FKBP1A,115
4653,FKBP1B,101
4654,FKBP2,46
4655,FKBP3,102
4656,FKBP4,42
4657,FKBP5,106
4658,FKBP6,109
4659,FKBP7,146
4660,FKBP8,63
4661,FKBP9,107
4662,FKRP,99
4663,FKTN,126
4664,FLAD1,88
4665,FLCN,25
4666,FLG,100
4667,FLG2,71
4668,FLI1,13
4669,FLII,34
