GATAD2B_DNA,RANBP2_DNA,METTL10_DNA,VDAC2_DNA,RNF10_DNA,SLC12A9_DNA,SMAP2_DNA,C17orf79_DNA,MAP1D_DNA,KPNB1_DNA,LRRC58.2_DNA,ACE_DNA,MIR760_DNA,PPP2R2A_DNA,ITCH_DNA,WASH5P_DNA,PPIC_DNA,STK35_DNA,ANKRD33B_DNA,SOX12_DNA,HSD11B2_DNA,PPP1R11_DNA,LYPLA2_DNA,GUCA2A.1_DNA,RUVBL1.1_DNA,SMEK1.1_DNA,FRAT1.2_DNA,VPS25.1_DNA,DNAJC14.1_DNA,CEBPB.1_DNA,MPPE1.4_DNA,TXLNA.3_DNA,TBC1D23.2_DNA,RALGAPB.1_DNA,SLC6A4.1_DNA,IRS1_DNA,TMSB10_DNA,TNRC18_DNA,SRRM1.4_DNA,ZNF480.1_DNA,GMIP.1_DNA,NCL.3_DNA,CBX4.1_DNA,PYGB.2_DNA,LEKR1.1_DNA,ACADSB_RNA,ANXA9_RNA,ARSG_RNA,C10orf110_RNA,C19orf29_RNA,C19orf60_RNA,C19orf6_RNA,C21orf2_RNA,C6orf211_RNA,C6orf97_RNA,CA12_RNA,CAPN10_RNA,CCDC130_RNA,CCNE1_RNA,CDK10_RNA,CDK12_RNA,CLSTN2_RNA,CSNK1G2_RNA,CXXC1_RNA,DNALI1_RNA,DUS3L_RNA,ERBB2_RNA,ESR1_RNA,FOXA1_RNA,FOXC1_RNA,GATA3_RNA,GMPS_RNA,GPR160_RNA,GRB7_RNA,LOC729991_RNA,MAFK_RNA,MBD3_RNA,MED1_RNA,MIB2_RNA,MLPH_RNA,NACA2_RNA,NASP_RNA,NEURL2_RNA,PGAP3_RNA,PPIAL4G_RNA,PPP1R12C_RNA,PRR15_RNA,PSMD3_RNA,RABEP1_RNA,RHOB_RNA,SFRS16_RNA,SLC16A6_RNA,SLC39A6_RNA,SLC7A8_RNA,SNRNP70_RNA,STARD3_RNA,STX10_RNA,TACC3_RNA,TBC1D9_RNA,THSD4_RNA,TMBIM6_RNA,TMEM144_RNA,WWP1_RNA,YBX1_RNA,ZMYND17_RNA,ERBB2_CNV,GRB7_CNV,GSDMB_CNV,IKZF3_CNV,NEUROD2_CNV,ORMDL3_CNV,PGAP3_CNV,PNMT_CNV,PPP1R1B_CNV,PSMD3_CNV,STARD3_CNV,TCAP_CNV,ZPBP2_CNV,class
0.081322041,0.078896799,0.018220959,0.0129153839999999,0.027369537,0.0153022489999999,0.0392892539999999,0.040448035,0.043404752,0.013863432,0.068305293,0.079123215,0.09230872,0.0391428179999999,0.05168918,0.024752977,0.014289511,0.086665718,0.027874772,0.058452247,0.045690448,0.04808179,0.017672784,0.253966549,0.039442565,0.0696577979999999,0.031601242,0.133756337,0.074048999,0.0576695729999999,0.015983435,0.042141999,0.038296382,0.056730521,0.036820492,0.039068959,0.015582865,0.223848937,0.075530168,0.092489423,0.054093116,0.015720446,0.0613632109999999,0.055552587,0.016031719,11.37865343,9.694459229,7.747386727999999,1.250900955,8.800684774,10.51063809,11.52789973,8.938867682,12.13526477,8.799188677,14.42911978,9.397300917,8.7080734,7.041118107999999,9.666018904,9.584135908,7.831743629,10.49640153,9.916966665,9.953733905,8.028406707,12.96420006,13.84602981,12.25753163,5.115116499,13.54372961,10.4665581,8.642855695,9.665198037,8.875509471,9.98684365,11.33286589,9.699279026,9.213852234,12.79572385,7.621009334,11.11511819,5.2154223360000005,10.77808321,4.3457299,10.62270144,7.753578463999999,12.75541134,10.59112389,13.13289166,9.409861433,6.235028132999999,15.51866997,11.99922766,12.19463852,10.81333669,9.981037055,11.00166835,11.75589336,11.11391546,15.20240422,7.992208167999999,11.72629059,11.73276931,6.448542545,0.1158,0.1158,0.3788,0.1158,0.1158,0.3788,0.1158,0.1158,0.1158,0.3788,0.1158,0.1158,0.1158,4.0
0.078370897,0.0495489729999999,0.020128602,0.016867625,0.022864611,0.013673636,0.039110532,0.033436468,0.053005785,0.01527929,0.075866949,0.098771923,0.0771231409999999,0.033145278,0.040344686,0.029846877,0.01428771,0.050904812,0.031667876,0.04830701,0.036684109,0.105451253,0.025274681,0.311783581,0.022849432,0.056499334,0.034649766,0.085007178,0.046794937,0.0869276619999999,0.01944758,0.036614073,0.033158688,0.0632471,0.090352174,0.036247664,0.0151083019999999,0.224870425,0.071823297,0.070139288,0.04977175,0.0136378189999999,0.054386538,0.057275414,0.016908136,11.59747782,10.2108968,7.831403526,3.8214143,8.327505938,7.237636371000001,9.662724623,8.026639628,11.34800989,10.20505779,12.82490543,7.54570278,8.159700826,4.711665597,8.658682781,10.82480524,11.50407908,9.259151944,9.200431278,10.12268618,8.281519757,12.57989314,12.38646755,12.46847704,7.215796033999999,13.0757146,10.09337346,9.968689254,8.468605308999999,7.750465149,8.758905418,9.436964876,11.02646521,7.558119132000001,12.58179174,4.403540418,10.08302198,3.506284569,9.313863473,3.988502918,9.455203908,9.015444882,11.02227695,12.47141408,13.58962662,8.537723547,7.635105729,14.16598322,11.88553345,11.12594286,9.346056475,8.411036367000001,8.590540269,13.32771811,11.31571837,14.16898583,8.953738997,11.81262966,12.09611585,5.792584692,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,4.0
0.070285809,0.063964485,0.017356147,0.020782931,0.023468855,0.016020022,0.045682207,0.040082381,0.041321323,0.017191109,0.0773656809999999,0.072942621,0.09246436,0.040425454,0.042820555,0.029028162,0.0156122839999999,0.066520047,0.03999909,0.057384819,0.03570813,0.082059477,0.015725607,0.227335547,0.047550097,0.055050934,0.042254477,0.125719167,0.050977489,0.080039522,0.02152635,0.038655197,0.037056875,0.069431351,0.047986633,0.047579365,0.015705976,0.113310597,0.071904126,0.073907955,0.051837229,0.015406136,0.054883173,0.058449157,0.018332457,12.6090331,10.37083254,8.784365583,3.713002891,8.338137791,7.96653083,10.45727786,8.562725532,11.80537815,7.644602591,13.73001554,7.77130194,7.942451752999999,6.50908773,8.560090517999999,10.80147896,10.34197763,9.967525288,9.335058229,11.06390903,7.222916591000001,11.52758291,12.26367152,12.34934103,6.674147062,14.58683396,10.60839557,8.993147575,8.634618677999999,8.024204415,9.983317147,10.04306626,10.73352789,8.71972216,12.08823212,5.899320666,10.72590693,5.14403413,8.941439707999999,2.78661727,9.993147575,10.50942913,11.06808806,12.48985212,13.16280128,9.0173627,8.709057267999999,16.49650777,11.10629374,12.01688227,9.41159975,8.2975835,9.755288362,14.59393628,12.68937356,14.855551,8.044009349,12.90873779,11.41907159,6.649569476,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,4.0
0.049816464,0.040588265,0.020312778,0.026478706,0.026413595,0.012848196,0.038735441,0.0375749629999999,0.0332686129999999,0.013834813,0.0629131959999999,0.100543339,0.05778038,0.029094316,0.027964715,0.027002058,0.014625192,0.043077248,0.0250844579999999,0.0474316859999999,0.031279024,0.116122203,0.016068632,0.576994379,0.037706335,0.046075393,0.040039852,0.096964504,0.044671604,0.099587546,0.022540221,0.033807324,0.03437313,0.081687347,0.0564204009999999,0.0398576879999999,0.013971468,0.130799283,0.072730623,0.0705371529999999,0.042275481,0.014006167,0.056777259,0.029497769,0.016435397,8.515102534,5.831286972999999,5.986356321000001,4.681100637,9.407697322,8.83894011,11.26585569,8.644476415,8.30644499,5.486151212999999,7.906054191,8.718535272999999,8.740221956000001,7.515102139,9.777207636,10.43698944,5.586551595,10.83192592,10.14808961,8.560557915,8.760513382000001,11.7253303,5.51191391,8.670445583,11.19282602,8.234767145,11.44160465,7.711326261,8.660402072,8.334797522,9.667017134,11.27128688,10.43698944,8.914530142,8.228953817,6.058056682999999,11.70366133,5.549841643,9.393041809,3.645932176,10.1320853,5.321091088999999,11.54562957,10.96774329,12.03088935,9.451623458,5.622473581,11.11195866,8.824877616,11.70749874,10.22409118,8.805477553,10.22555162,10.0840527,7.138818564,13.06133259,7.227010342000001,9.438249597,13.24584439,7.276697646000001,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,4.0
0.067265592,0.074874153,0.015849445,0.014123817,0.029149101,0.012692063,0.035543917,0.038136703,0.0607991259999999,0.013609091,0.0854014219999999,0.082154595,0.083450206,0.0504466109999999,0.033197114,0.02833319,0.016470962,0.089321053,0.028844149,0.051058547,0.054396914,0.097133833,0.0173146489999999,0.445431408,0.037327606,0.064827496,0.032812474,0.1070081359999999,0.05468544,0.070380894,0.015927119,0.043975795,0.052023244,0.057776496,0.08432862,0.0433381679999999,0.015082511,0.1343324659999999,0.074119572,0.085,0.075725381,0.014014025,0.068599128,0.041937544,0.018121245,11.02062228,10.31296473,8.895973275,2.620398731,7.550390492000001,6.656303293,9.53333752,7.06262364,11.7714877,8.964258261,13.94609969,6.589603212,7.638815273,6.703327764,8.286888077,10.95280465,9.512484685,8.81848184,8.711716181,9.780611121,6.736591347,12.82302569,13.31524572,11.9667789,7.56203402,13.39642917,10.56811003,9.621670041,9.225243594,7.884444681000001,8.779843431,9.046964089,11.0098219,5.953688951,12.04011136,5.647585061,10.87698728,2.820424072,9.107812081,4.835853352,8.745809429,7.170007152999999,12.0577994,11.84103497,13.39975859,7.643207553,8.464898977999999,16.94674175,11.15969774,10.44836806,9.936347015,7.692774494,9.852067992,13.53990321,12.07557789,14.94336167,8.864346194,11.6596939,11.9595336,6.042815035,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,4.0
0.06528101,0.046801329,0.015580697,0.018278808,0.028017362,0.011899943,0.02950556,0.02513247,0.050661549,0.012191726,0.073575469,0.067369064,0.081162001,0.031499195,0.031987364,0.025231731,0.013028211,0.03444705,0.027687878,0.044569422,0.034466069,0.090472106,0.01320341,0.341478251,0.0323588879999999,0.082876786,0.042879056,0.12015738,0.052502934,0.073594465,0.021494467,0.040347317,0.027389489,0.058163589,0.049284772,0.0419175129999999,0.0127370689999999,0.066388455,0.076492898,0.070052065,0.049100725,0.013778035,0.066704304,0.040897041,0.015355051,11.56766456,10.2579099,9.049348964,3.358339994,9.239650079,9.157601848,11.53903936,9.22471609,10.0872126,9.180593462,13.81076455,8.548615024,9.120715067,4.367524833,9.721721943,10.01504046,8.798574835,10.47538548,9.500728371,10.03455194,8.790057159,12.97168103,12.47721055,12.63014185,7.269827981000001,13.3731495,9.61906374,10.26445797,8.557663195,8.741360803,10.14404675,11.05180045,9.919187509,9.154287251,13.89049563,6.309108869,10.6980151,4.327356828,10.44654408,4.145131247,10.32577844,9.366809151,11.39024501,11.96449795,13.74807192,9.529796355,7.727866692999999,14.60778628,10.88934349,12.22777443,9.940029729,8.835259971000001,9.442133618,13.40587788,11.63787592,14.48585181,9.424356116,12.0379283,11.45465098,7.266762182999999,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,-0.0815,4.0
0.046855032,0.0561487779999999,0.016349913,0.02658887,0.028555285,0.013700556,0.030888053,0.042444913,0.044729708,0.014981418,0.05999255,0.116081198,0.078978684,0.023549897,0.034718179,0.027010079,0.01870594,0.082736503,0.029310005,0.050948512,0.029435284,0.106005765,0.016241244,0.383813478,0.027090192,0.068750509,0.03788075,0.094122875,0.055612869,0.084326135,0.019372279,0.029882838,0.025431786,0.098467681,0.056543353,0.044744529,0.013075241,0.149887755,0.074077933,0.062906534,0.041437685,0.017839986,0.049660707,0.0431503409999999,0.014735077,10.83407303,10.39488601,8.115977392000001,2.621665096,9.466421158,10.65118671,11.6852321,9.725187295,9.850495507,7.18235065,11.95234263,9.6015981,10.30420048,7.774215797,10.90575952,10.22705885,8.779371031,10.79217999,10.78621669,10.2928289,8.585009462999999,13.82334936,11.66285713,12.25570198,5.883589048999999,13.42651727,9.771630926,9.718939856,10.63279013,9.272094594,9.275200086,11.31044658,9.844768837,8.955192764,13.303007699999998,7.367190193,11.21347378,4.965964322,12.10506831,4.4209606610000005,10.80276789,9.709967946,12.33326637,10.46322109,13.27347166,9.658666717,5.602566743,13.67264563,10.4054838,12.58218525,11.78920146,9.656800237,10.5952779,11.54873537,10.27712092,14.31696123,8.102327966,11.18591367,12.65188959,8.537115098,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,0.5448,4.0
0.0483126959999999,0.0529515859999999,0.015511454,0.019359161,0.035941615,0.011631787,0.03396264,0.022827496,0.054184202,0.014298195,0.065041448,0.058859756,0.077446212,0.032389995,0.039421374,0.032226618,0.016959998,0.0286829999999999,0.032159359,0.044946343,0.042060243,0.078385501,0.015915532,0.615219651,0.03257783,0.0479629929999999,0.0476041809999999,0.10900587,0.038513702,0.095351286,0.021748882,0.033275377,0.033023853,0.0520121209999999,0.0607726309999999,0.047288572,0.012967167,0.088363312,0.0747993709999999,0.06024358,0.045572253,0.016588539,0.0495089809999999,0.045536125,0.017537513,10.28255564,3.981514767,5.761125674,6.097825668,9.643532268,9.110112638,11.16242053,8.666148714,8.299833508999999,6.09699339,8.322553727999999,8.863899125,9.027367511,10.55465897,9.912648218,10.05476574,6.414475528,11.0763862,10.18053466,5.842810424,9.35945023,12.02317595,5.822819357999999,5.999438592000001,11.16837383,7.734622243,9.89160981,6.849413858999999,8.386374692999999,8.563631017999999,9.924523787,11.13295624,10.20036249,8.938038146,7.156774797000001,6.432177736,11.49774213,4.491635073,10.0945644,3.802544799,10.94614643,3.629216716,11.273685,9.766186497,12.71921483,9.775065855,4.432177736,11.52080487,8.623448068,12.2895524,9.756742943,9.210335528,10.29500457,9.408340569,8.421139967,12.77219111,7.221830691,10.33965518,13.11709783,7.376122784,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,-0.2055,4.0
0.119861954,0.122423335,0.021040252,0.01931707,0.020574932,0.018268432,0.132127883,0.010992525,0.121488939,0.01949739,0.189241361,0.055505274,0.217322987,0.087772678,0.114393798,0.0506819159999999,0.0184117289999999,0.009681446,0.100732658,0.142850015,0.175873215,0.062965119,0.018988171,0.629561198,0.12685561,0.210285814,0.108867099,0.015324477,0.163954351,0.053016197,0.017935332,0.168977645,0.116526122,0.053011777,0.184706415,0.0969527319999999,0.014862638,0.0961015269999999,0.217364428,0.118941296,0.1456987669999999,0.0186159319999999,0.151913718,0.151668466,0.020846286,11.12574395,8.934085941000001,7.966252218999999,3.938210503,7.386891975,5.233646517,9.251414476,6.403571092999999,12.05305444,8.914824003,12.64530319,5.246027981,6.7722697,5.183021951000001,7.170081285,10.46279641,11.66827432,8.794571825,8.239851486000001,10.06478951,5.463128702000001,11.65773999,13.31749219,13.24318519,7.395255637000001,13.01166657,12.09473302,11.85430833,6.623593288,6.949311975,7.759887517999999,8.368603365,10.42449249,4.851399255,11.38374354,4.66106548,10.31854609,2.7388326760000004,9.4841895,3.13055203,8.063915436,9.834071686,10.23985125,11.52319442,13.18769197,6.0899112220000005,6.990375171,14.01381816,12.27747479,9.952621721,8.50236959,4.835095398,8.905095729,12.19284864,11.04033459,14.49353138,9.117132159,12.05327466,11.46974279,6.150452039,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,4.0
0.065515053,0.066065977,0.015783455,0.013175649,0.0238262629999999,0.01484224,0.0348109189999999,0.034409679,0.04306778,0.015662058,0.069161172,0.084204459,0.075478961,0.092231123,0.034405116,0.026440718,0.02550954,0.077793589,0.028569615,0.054575362,0.039881134,0.098534725,0.015224801,0.559683129,0.037696477,0.054777075,0.038797356,0.120605362,0.047797049,0.060901294,0.016308331,0.033464922,0.060493357,0.082431229,0.072373147,0.042667113,0.015999881,0.211725478,0.070924053,0.079672627,0.055452644,0.014047937,0.051304735,0.041165304,0.01656401,9.654757203,6.368310888,7.487544231,3.842284965,7.112592761,7.204485069,9.242223539,7.202201222999999,9.093614048,6.822545339,10.48143447,6.057697199,7.719286819,8.752453909,7.84028383,10.8105979,4.439862459,8.81359427,8.424266665,4.275744601,6.672194775,10.56226027,7.698366436000001,9.581064405,10.215288,9.206766526,11.41849721,10.02029439,6.558916578,7.776638318,7.422698067000001,9.044088061,10.79286812,5.727253394,8.544561117,5.928611936,10.94373207,2.310107409,8.425246541,5.301583989,8.108938911000001,5.326968712,10.53710286,11.60045617,10.64196105,7.585453084,6.698365741,12.3926205,8.867931049,10.03865648,8.702413057000001,8.390552907,9.263744542,10.30051673,9.243335147,13.66945773,9.125912193,10.66992277,12.44028772,6.470559641,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,-0.1152,4.0
